char|line
other|joey would slow
other|gon na sold paper one clock morning
joey|excited
joey|never gotten reviewed
other|amazing king
other|really impressed
other|although know
other|might want consider wearing underwear next time
other|yeah cause sat throne could kind see
other|royal subject
joey|thing worse mindless adolescent direction joseph tribbianis disturbingly unskilled portrayal king
other|ok look one guy opinion alright
other|phoebs read
other|ok
other|thing worse mindless adolescent direction
other|anyone one different paper
other|ross read
ross|want
other|joey honey know talking
ross|yeah
joey|maybe
joey|doin ten year gotten anywhere
joey|got ta reason
ross|oh cmon
ross|maybe uhhh
ross|paying due
joey|hard
joey|worth
joey|quit
other|wait wait wait wait wait one minute
other|wait minute
other|believe change mind
other|mediocre play joseph tribbiana able achieve brilliant new level
other|continued page 153
other|sucking
other|little wanted veteranarian found put hand cow stuff
ross|hiiiiii
other|ok
ross|yeah yeah tough day work
ross|stegosaurus fell trapped kid
ross|whoa whoa know jacket th fun bobby jacket
other|maybe
ross|toy
other|geller
ross|hey fun bobby
other|hey
other|whoa hey working huh
ross|love guy
ross|hey psyched hear back sister
other|hey whatd miss whatd miss cmon
other|oh trying make joey feel better
other|hey need pick
joey|alright man
joey|really
other|picking
joey|hey seriously need pick
joey|alright
joey|still work
other|ok go anybody else need picked
other|still gon na go
other|ok see later babe
other|uh public display affection coming
other|avert eye
other|see ya
other|fun bobby great
other|oh
other|oh know really think time may work
other|mean make feel good feeling lousy last couple month job boyfriend
other|well least cup half full
other|half full looooovvvvve
other|two week anniversary gon na take cousin cabin weekend
other|cabin loooooovvvvve
other|went lot wine tonight guy
other|really
other|two glass
joey|glass
other|two
other|one glass
other|mugful lovely got boned museum natural history mug
other|ok
other|two bottle
other|yet somehow went five
ross|oooooh
joey|ooooooh
other|drank lot tonight
ross|yeah know think think ever seen fun bobby without
ross|drink hand
other|yeah
other|oh oooh yeah know notice always start story um ok soooo wasted oh soooo bombed ummm ooh ooh wake dumpster connecticut
joey|monica ever drinking
other|well happen go alot place might drink
other|mean go wine tasting without drink
other|club
other|zoo
other|rach nonfat milk
other|ehhhummmm know taste
other|mmmm
other|oh well late sorry already
other|whattaya say make uh coffee irish
other|um cake
other|yeah gon na
other|gon na get cake
other|know
other|seems like making awful lot stuff irish lately
other|well would make belgian waffle hard get flask
other|bobby
other|yeah ok
other|look maybe none business maybe know
other|uh kind worried
other|ok look first time somebody said something know
other|always made excuse like
other|uhhh
other|social drinker cmon flag day
other|saying
other|guess saying try quit
other|kinda like worry
other|sooo goin huh
other|gon na try quit drinking
other|ooohh
other|hey
joey|hey
other|hey
other|hey
other|guess back show business
other|ohh ohh lorne green
other|phoebs
other|know
other|cause dead
other|oh
other|ok guess gon na seem kinda bittersweet
other|joey
joey|yeah agent called audition day life
other|oh well celebrate
other|know
other|like soap opera theme
other|hey yeah
other|could sleep together one u could get amnesia
other|hey rach time get
other|gon na something tonight
other|ummmm
other|well actually already done
other|kinda got plan
other|friend
other|yeah
other|uhh
other|date
joey|man
other|strange date
joey|ross
joey|mean still mad cause made list
other|noooo mad
other|really anything anymore
other|talking
other|know
other|whatever feeling
other|guy came close
other|oh know sorry guy
other|gon na get used fact dating ross
other|hi
other|guy rus
other|hhhhiiiii
other|stop saying talented talented
other|bird dead little act left
other|oh honey give break ya
other|oooh ooh talk later
other|well favorite client
other|tell darling audition
joey|well think went pretty well
joey|got callback thursday
other|joey ever seen ecstatic
other|well
joey|ok uh
joey|listen something want talk
joey|network casting lady
other|oh lori doll
joey|oh yeah yeah great
joey|kinda got feeling sort
joey|coming
joey|definitely would get part would
joey|know
joey|would sent little general
other|oh see
other|well gon na put call find goin straighten
other|yeah hi lori please
other|hi darling
other|bout joey tribbiani part cab driver terrific
other|uh huuuuh
other|uh huuuuh
other|ok doll
other|talk later
other|yeah gon na sleep
other|matter
other|fun bobby
other|sober
other|oh sober alright
other|turn fun bobby fun reason
other|ohhh ok
other|alright go sweetie
other|thanks
other|wan na hear something funny
other|oh god yes
other|hardware store open past midnight village
other|funny
other|needed buy hammer night walkin around neighborhood apparently hardware store open past midnight village
other|ahhh hey honey
other|interview
other|oh yeah
other|see guy
other|bye
other|ridiculously dull bobby
other|oh
other|god
other|bad
other|bad
other|hear hammer story
other|ok ok get squinky
other|maybe kind story
other|gon na
other|rest life
other|mean can not break
other|one made quit drinking
other|dull
other|alright say
other|probably always dull
other|know set free
other|hi
other|hey ross
other|bahhhh
other|hi rus got two table clean go ok
other|ok sit
other|uh
other|chat uh
other|friend type
other|people
other|rachel
other|um hi
other|hi
other|ok know right
other|uhh
other|waitressing
other|well yeah
other|mean umm
other|rus remind someone
other|huh bob saget
other|oh yeah
other|oh oh
other|oh oh
ross|wrong
other|ok
other|upset uh buttered spider toast morning
ross|alright
other|listen phoebs gon na ok
other|ross rus
other|rus ross
other|hi
ross|hi
other|uh friend rachel
ross|yes yes
ross|uh friend rachel
other|actually
other|kind
other|know
other|date type
other|thing
other|rachel
ross|date
other|yeah date
ross|oh oh
ross|uh
ross|oh date
other|know actually good ever lose ross spare
other|oh uh
other|paleontologist
ross|yes yes
other|periodontist
other|see
other|different night
other|later night
ross|well going uh
ross|get beverage
ross|nice nice
ross|uh
ross|meeting
other|ditto
ross|uh well
ross|met rus
other|oh
ross|hey know uh seeing people
other|well seeing
ross|well uh information woman museum curator moth
ross|uh
ross|winged thing
ross|uh let known drawn much like
ross|well know
ross|far keeping bay uh deal
other|well yeah deal
ross|ok well um nice evening
other|um rus ready
other|yeah
other|bye
other|bye
other|bye
ross|dating
ross|dating
other|yes yes see dating
ross|mean
other|see
ross|see
ross|know see
ross|innn goober
ross|take
ross|like
ross|like
ross|know uhh
ross|uhhh hello
ross|week get sentence
other|yeah annoying
ross|yeah
other|hey
joey|hey
other|whoa whoa guessing get part
other|uh italy called said hungry
joey|well part mine want
other|oh god
joey|yeah willing sleep casting lady
other|oh
other|god
joey|ten year waiting break like chandler ten year
joey|mean day life
joey|actually television
other|gon na
joey|well guess could sleep
joey|mean could
other|well
other|got pop book told everything need know
joey|never slept someone part
other|well
joey|sorry
other|alright
other|good looking
joey|yeah totally good looking
joey|mean met bar something buying breakfast
joey|know slept
other|yknow maybe big deal
other|yknow mean way see get great job get sex
other|yknow mean throw tree fat guy got christmas
joey|think want way though yknow
joey|mean let u say make alright
joey|always gon na look back wonder talent
joey|yknow little general
other|used call little major
joey|yeah denise demarco promote
other|get something bar
other|yes would like something
other|thank
other|want drink ok got get used
other|really
other|would feel right
other|water
other|light went refrigerator
other|like scotch rock twist
other|hey fun huh ross
other|wan na another one huh rus
other|ok
other|eleven letter atomic element number 101
other|end ium
other|dysprosium
