char|line
monica|okay one rare one medium well
monica|go go go
monica|hey phoebe
phoebe|hey
monica|hey dinner
phoebe|dinner good
monica|okay
phoebe|i ’ m saying hi
phoebe|i ’ m gon na go
monica|okay
phoebe|oh well hello
other|hi
phoebe|didn ’ t see menu
monica|uh tim
monica|phoebe
monica|phoebe tim new sou chef
phoebe|oh monica ’ s bos
other|actually she ’ s bos
other|sou french
phoebe|oh
phoebe|sou stand
monica|hey tim
monica|need calamari caesar salad
monica|umm could get pesto
other|yeah
phoebe|oh made pesto
other|yes
phoebe|would say pesto best
other|don ’ t know would say it ’ s pretty good
monica|right still need calamari caesar salad
other|like necklace
phoebe|made
other|talented
phoebe|well it ’ s pesto
monica|right right
monica|let ’ s cut chase okay
monica|you ’ re single
monica|you ’ re single
monica|get work eleven
monica|she ’ ll waiting call
monica|i ’ ll give number get one calamari one caesar salad
monica|yell
monica|putting dollar jar
other|wow bing
other|burning midnight oil
chandler|know sir
chandler|oh ah question ya
chandler|know get around office computer network access really good internet p0rn
other|you ’ re joker bing
chandler|what ’ s funny
ross|hey
ross|sorry kept waiting long
chandler|hey that ’ s okay
chandler|want go
ross|oh ah think know want go
chandler|hard rock café
ross|yeah
ross|yeah
ross|i ’ m telling like food
chandler|like purple rain display
chandler|hey bob
other|hey toby
other|good night
ross|guy call toby
chandler|yeah think that ’ s name
ross|well don ’ t correct
chandler|oh it ’ s going way long
chandler|y ’ know mean first time said passing hallway didn ’ t say anything
chandler|next time said hey toby want donut
chandler|wanted donut
chandler|it ’ s five year later donut ’ s gone i ’ m still toby
ross|five year
ross|chandler tell
chandler|would awkward
chandler|look besides work different department
chandler|he ’ s sixth floor y ’ know
chandler|call toby
chandler|what ’ s big deal
chandler|could worse it ’ s like he ’ s calling muriel
ross|muriel
ross|wh would call muriel
ross|oh god
ross|chandler bing
ross|it ’ s middle name muriel
chandler|shh
chandler|family name
ross|chandler muriel bing
ross|boy parent never gave chance
other|drake i ’ ve discovered reason headache memory loss
other|apparently brain transplant entirely successful
other|seems body rejecting jessica ’ s brain
other|serious
other|extract tissue original host body synthesize antibody introduce system could stop rejecting brain
other|well sound simple enough let ’ s
other|would went exhume jessica ’ s body gone
other|cut
other|nice people
joey|okay let get changed go dinner
rachel|well don ’ t happened jessica ’ s body
joey|i ’ m telling you ’ ll see tv
rachel|don ’ t know
joey|couldn ’ t care le
other|hey good scene man
joey|hey
other|alright
joey|weren ’ t
rachel|oh
joey|oh sorry
