char|line
other|oh drake
other|sorry amber
other|like brad last word
ross|sorry late happened
monica|wan na see end
other|want drake
other|know never together way
other|something never told amber
other|actually half brother
rachel|happens next
joey|well get medical award separating siamese twin
joey|amber go venezuela meet half brother ramone
joey|find world biggest emerald
joey|really big cursed
chandler|god good tv
chandler|phoebs play meeee
phoebe|game grotesque
phoebe|twenty armless guy joined waist steel bar forced play soccer forever
phoebe|ahh hello human right violation
chandler|ya know phoebs feel bad em
chandler|done playing break little plastic woman everybody pretty good time
phoebe|play roommate
chandler|ah big fan foosball
phoebe|uh oh ooh getting along new boy
chandler|alright uh spends time room
phoebe|maybe taken time get know
phoebe|let u remedy shall
chandler|need remedy
phoebe|oh yeah fun
phoebe|hi um thought would fun three u beer got know
other|yeah alright sound alright
phoebe|oh good ok
phoebe|oh nooo go late um green egg ham discussion group
phoebe|um tonight would eat train
phoebe|fun bye
chandler|lame
phoebe|know yeah
phoebe|ok talk
chandler|uh think speed racer guy get lot ticket er
other|good good
other|broke
chandler|kidding
chandler|broke
chandler|actually thought sean penn capital cambodia
other|good man everybody know uh capital cambodia uh
chandler|well sean penn
other|sean penn
other|alright got funny one alright
other|last girlfriend tilly
other|ok eating breakfast right made pancake like 50 pancake right
other|sudden turn alright say eddie
other|say yeah say eddie want see anymore
other|literally like reached chest ripped heart smeared life ya know
other|like incredible abyss ya know falling keep falling think ever gon na stop
other|uh funny story
phoebe|crusty old man said rest rat played moroccas
phoebe|thanks good night
other|phoebe got another job right
rachel|great set tonight phoebs
phoebe|know
ross|well probably get going
other|um go got patient 8 moring
monica|ya know thinking
monica|ya know always stay apartment
monica|well thought maybe tonight stay place
other|know jammies
monica|well maybe need
ross|baby sister lady gentleman
monica|shut happy
phoebe|oh nice
phoebe|alright make speech
phoebe|wan na say guy monica lot like best
other|oh thank phoebs
other|sweet
phoebe|ok
other|hear
other|like best apparently thereve lot
monica|lot phoebe kidding phoebe crazy
rachel|phoebe dead
other|hi
chandler|hi
other|looking eddie minowick
chandler|oh uh right uh chandler take message fishtank
other|thanks
