char|line
other|previously friend
chandler|job stuff go
rachel|offered one
ross|know
ross|call bottle israel finest
rachel|job paris
rachel|oh god
rachel|please somebody say something
ross|take job moving paris
chandler|facing bitch commute
rachel|know huge scary
rachel|really far far away guy incredible opportunity
rachel|already talked situation emma said whatever need make u feel comfortable
ross|okay
rachel|mean fly back forth fly
rachel|anything want
chandler|bos said might getting new lamp cubicle
ross|right work
rachel|thank
rachel|thank
ross|yeah yeah
ross|sure want
rachel|think
phoebe|ooh going
rachel|got really incredible job offer
joey|hey great
joey|right
phoebe|good
rachel|paris
joey|much changing okay
joey|first phoebe getting married congratulation
joey|two move stupid house stupid suburb
monica|hey afternoon said supportive
joey|well come go
joey|would trust
rachel|look guy
rachel|really really important
rachel|mean lot could try get board
phoebe|course
phoebe|congratulation
phoebe|yay
phoebe|joey
joey|hug reserved people staying america
rachel|joey would mean
joey|hey
joey|get france going arm away
rachel|joey
phoebe|okay
chandler|well make feel sad
phoebe|talking ross
chandler|see
ross|well rachel moving another country
ross|able see every day
ross|okay
monica|know gon na
monica|really need job
ross|think ralph lauren people offered old job back would take
monica|gon na happen
chandler|best way use one three magic wish
ross|know
ross|could talk bos
ross|yeah
ross|met christmas party
ross|really hit
monica|mean guy kept calling ron
ross|say brother
monica|hey phoebe
monica|hey tell think
monica|right
monica|house next door one buying westchester
monica|went market
monica|wan na take look chandler
chandler|close escrow tomorrow seeing another house confuse u easily confused
chandler|bright
monica|better
monica|least look
chandler|think pheebs
phoebe|well think shirt make look like work baskin robbins
phoebe|anyway
phoebe|hey joeys agent estelle leonard
chandler|yeah
phoebe|died
chandler|kidding
monica|terrible
phoebe|yeah last saturday
phoebe|wow
phoebe|first black man fly solo across atlantic
phoebe|oh wait minute read wrong one
chandler|oh yeah
phoebe|yeah agent
monica|joeys gon na upset
chandler|know
chandler|always wanted first black man cross atlantic
phoebe|well can not tell joey
phoebe|already flipping everything changing
phoebe|push edge
monica|seriously think tell
phoebe|well little
phoebe|let u give day get used everything else
monica|read paper
chandler|unless snoopy say charlie brown think okay
other|may help
other|ross yeah friend rachel green
other|uhm actually met christmas party two year ago
other|oh right uhm
ross|close
ross|ron
other|uh
ross|uhm well
ross|see give rachel job back
other|ah ask come
ross|oh
ross|first get agree
ross|see want come back
other|wow tempting
ross|look loved job
ross|let u face gon na find anyone well
ross|true
other|good
ross|huh took shot
other|sorry
other|nothing
other|ah true
other|nothing want
ross|see
ross|thanks much
ross|son
ross|mr zelner yeah name ross
ross|oh nothing it ’ s it ’ s close ron
ross|little ross like dinosaur chance
other|yeah talk
ross|would like come museum natural history everyone else left two u touch anything want
ross|heard must heard that ’ s good
ross|let start
ross|i ’ m paleontologist you ’ ll u touching refers bone fossil
other|really arrange
ross|let rachel come back it ’ s done
other|well guess rachel back wouldn ’ t worst thing world
ross|yeah
ross|yes
ross|thank
ross|great
ross|thank much
ross|swear kid going time life
other|that ’ s great
other|worry little ross
other|he ’ s always reading collecting rock he ’ s obsessed dinosaur
ross|he ’ ll fine
joey|hey phoebe
phoebe|hey
phoebe|everything ok
joey|i ’ m mad agent
phoebe|estelle
joey|there ’ s part tv movie would perfect didn ’ t even put
joey|she ’ d better good reason
phoebe|i ’ m guessing
joey|well i ’ m wan na hear keep
phoebe|well wait wait wait
phoebe|right got ta go
phoebe|listen
phoebe|promise wait minute call
joey|ok
phoebe|promise friend mean never give reason
joey|love saying
joey|hello
other|joey it ’ s estelle
joey|gon na call
joey|that ’ s weird
other|it ’ s little coincidental believable
other|listen i ’ m sure you ’ re wondering didn ’ t get audition tv movie
joey|yeah actually
other|guess dropped ball
other|whoopsie
joey|that ’ s
joey|know seems lately drop ball
other|don ’ t take tone
other|think
other|alan lemond first black man fly solo across atlantic
joey|look
joey|i ’ m saying you ’ re agent ok
joey|you ’ re getting audition i ’ m tired
other|saying
joey|i ’ m saying
joey|working anymore ok
joey|estelle you ’ re fired
joey|goodbye
phoebe|man tough week estelle
ross|hi
rachel|hi
ross|emma left stuffed rex house
ross|know can ’ t sleep without
rachel|oh well she ’ s asleep
rachel|stop forcing thing
ross|ok
rachel|oh you ’ re gon na believe happened today
rachel|ralph lauren called gave job back
ross|nooo
rachel|yee
rachel|mean weirdest thing
rachel|fired nowhere hire back
rachel|mean place must falling apart without
ross|you ’ re going paris
rachel|i ’ m still going
ross|wh wh
rachel|louis vuitton people found ralph lauren wanted back offered money
rachel|isn ’ t great
ross|yeeeah
monica|hi
monica|we ’ re buying house next door wondering could take look around
monica|lady oh sure
monica|i ’ m showing someone else right please look around
monica|thanks
chandler|feel like we ’ re cheating house
chandler|we ’ re gon na cheat shouldn ’ t like hot younger house stuff house won ’ t
monica|much better
monica|living room smaller dining room look like cave
monica|hole
other|think
monica|love
other|well already one offer think lady upstairs goning make another one
monica|could neighbor like
other|oh woman upstairs nice
other|husband two kid wall street
other|oh god
other|sure
phoebe|hey joey want come ok
joey|yeah feel bad firing estelle
joey|got killing
phoebe|wouldn ’ t kill
phoebe|ordinary embolism might
joey|don ’ t know
joey|she ’ s got taking hard like client
joey|except guy eats paper
joey|i ’ m guessing eats money make
joey|look know she ’ s great agent stick ten year
joey|i ’ m gon na call hire
phoebe|call
phoebe|wait call
phoebe|patience road understanding
phoebe|key
phoebe|happy heart
joey|blow away
phoebe|right promise gon na wait call
joey|promise
joey|mean never give reason
other|small world
other|chandler yet never run beyonce
other|two know
other|oh go way back
other|monica made honest man chandler used little love muffin
other|guy thinking getting house
other|ooh
other|gon na bidding war
other|better warn toughie
monica|actually buying house next door
monica|know
other|ooh decides
other|fence
other|knowing two would neighbor
other|ah
other|get
other|ellen going talk number
chandler|happening
monica|okay realtor said another couple made offer
monica|maybe janices get
monica|maybe couple
chandler|way going happen couple hitler
monica|okay okay right
monica|got house
monica|huh
monica|turn house guest house
chandler|great idea
chandler|way mean sound distasteful start crapping money
monica|okay come idea
chandler|alright alright still three hour till escrow close house
chandler|still get
monica|love house
chandler|love much next door
chandler|gon na louder
chandler|cricket oh god
monica|okay get house stil gon na show wherever go
monica|mean least eliminates element suprise
monica|mean never hear three word make ball jump back inside body
chandler|well something
chandler|can not living next door
chandler|oh
ross|ron
ross|look um rachel turned think way might able get come back
other|may surprise hiring fired employee main job
ross|hear
ross|would feel offering raise
other|good ron
ross|perhaps persuade
ross|give son genuine pterodactyl egg replica
other|wow pretty cool
ross|huh
ross|deal
other|okay got
ross|yes
ross|yes
other|gon na make popular
ross|oh believe lady love
other|meant son
ross|good lady much
other|joey al
other|booker guy eats paper
other|sure heard estelle passed away
other|wanted let know memorial westside chapel tomorrow ten
other|hope make
other|joey oh god
other|hello
phoebe|joey estelle
joey|estelle
phoebe|yeah wanted call tell hard feeling firing
joey|ok ay
joey|can not believe calling
phoebe|well think drop
joey|drop drop
phoebe|anyway
phoebe|okay
joey|ask something
joey|uhm like
phoebe|alright
phoebe|look kiddo got ta go
phoebe|good luck career
phoebe|gon na huge
joey|thanks everything estelle
joey|bye
joey|area
joey|boy say
other|well
other|talked sid definitely putting offer house
other|bet get
other|chandler hitler disappointed
other|right got run
other|tell monica say goodbye
other|see later neighbor
chandler|wait
chandler|want know
chandler|happy going
other|oh
chandler|way
chandler|pick left
other|huh
chandler|never stopped loving
other|oh
chandler|yeah yeah yeah
chandler|want
chandler|need
chandler|must janice litman goralnik neihosenstein
other|chandler talking
chandler|live next door together every day
chandler|sid monica never know thing
other|know say
other|mean know obviously
other|heat u
chandler|obviously
other|love husband
other|know love wife
other|think get house
chandler|say
chandler|tangle dream take away
other|chandler one u got strong
chandler|understand
other|although maybe
other|one last moment weakness
other|goodbye chandler bing
chandler|never coming
rachel|hi
ross|hey
rachel|never going believe happened today
rachel|ralph lauren called offered money
rachel|yeah
rachel|weirdest thing
rachel|zelner called said everything get back
rachel|thank ron
rachel|even know department guy
ross|gon na
rachel|well took
ross|great
ross|staying new york
other|yay
other|whoo
other|yay
ross|excited right
rachel|ye ah
rachel|yeah
rachel|know money great
rachel|certainly easier choice
ross|right
rachel|yeah know looking forward going paris
rachel|sure
rachel|know excited working fashion capital world
rachel|ooh absolutely
rachel|oh
rachel|yeah know
rachel|fine
rachel|fine going back job pretty much gotten everything possibly
ross|uhm
ross|idea excited paris
ross|uhm mean said scared
rachel|well yeah mean good scared though know
rachel|like moved new york scared
rachel|uhm found gon na emma scared
rachel|fine
rachel|gon na good
ross|go
ross|want
ross|go
rachel|really think
ross|really
rachel|already told zelner would come back
ross|sure understand
rachel|right
rachel|right
rachel|gon na
rachel|gon na go paris
ross|yeah
rachel|yeah
rachel|going paris
rachel|thank ross
ross|yeah yeah oh
rachel|oh
rachel|oh happy
ross|happy
joey|thank coming
joey|today pay respect wonderful agent beautiful woman
joey|inside
joey|estelles two client would like say word
joey|dude speech
joey|entertaining
joey|al zebooker everybody
