Rachel|1|Everybody|everybody
Rachel|1|Shh, shhh|shh shhh
Rachel|1|Uhhh|uhhh
Rachel|1|Central Perk is proud to present the music of Miss Phoebe Buffay|central perk is proud to present the music of miss phoebe buffay
Phoebe|5|Hi|hi
Phoebe|5|Um, I want to start with a song thats about that moment when you suddenly realize what life is all about|um i want to start with a song thats about that moment when you suddenly realize what life is all about
Phoebe|5|OK, here we go|ok here we go
Phoebe|5|OK, thank you very much|ok thank you very much
Chandler|4|Oh, great|oh great
Chandler|4|This is just|this is just
Rachel|1|Wow, this is so cool, you guys|wow this is so cool you guys
Rachel|1|The entire city is blacked out|the entire city is blacked out
Monica|2|Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on|mom says it is all of manhattan parts of brooklyn and queens and they have no idea when it is coming back on
Rachel|1|Wow, you guys, this is big|wow you guys this is big
Monica|2|Pants and a sweater|pants and a sweater
Monica|2|Why, mom|why mom
Monica|2|Who am I gonna meet in a blackout|who am i gonna meet in a blackout
Monica|2|Power company guys|power company guys
Monica|2|Eligible looters|eligible looters
Monica|2|Could we talk about this later|could we talk about this later
Monica|2|OK|ok
Phoebe|5|Can I borrow the phone|can i borrow the phone
Phoebe|5|I want to call my apartment and check on my grandma|i want to call my apartment and check on my grandma
Phoebe|5|What's my number|what is my number
Phoebe|5|Well, I never call me|well i never call me
Chandler|4|Oh my God, it's that Victoria's Secret model|oh my god it is that victorias secret model
Chandler|4|Something|something
Chandler|4|something Goodacre|something goodacre
Chandler|4|She's right, it's Jill|she is right it is jill
Chandler|4|Jill Goodacre|jill goodacre
Chandler|4|Oh my God|oh my god
Chandler|4|I am trapped in an ATM vestibule with Jill Goodacre|i am trapped in an atm vestibule with jill goodacre
Chandler|4|Is it a vestibule|is it a vestibule
Chandler|4|Maybe it's an atrium|maybe it is an atrium
Chandler|4|Oh, yeah, that is the part to focus on, you idiot|oh yeah that is the part to focus on you idiot
Jill|0|Yeah, I'm fine|yeah i am fine
Jill|0|I'm just stuck at the bank, in an ATM vestibule|i am just stuck at the bank in an atm vestibule
Chandler|4|Jill says vestibule|jill says vestibule
Chandler|4|I'm going with vestibule|i am going with vestibule
Jill|0|I'm fine|i am fine
Jill|0|No, I'm not alone|no i am not alone
Jill|0|I don't know, some guy|i do not know some guy
Chandler|4|Oh|oh
Chandler|4|Some guy|some guy
Chandler|4|Some guy|some guy
Chandler|4|'Hey Jill, I saw you with some guy last night|hey jill i saw you with some guy last night
Chandler|4|Yes, he was some guy|yes he was some guy
Joey|3|Hi everyone|hi everyone
Ross|6|And officiating at tonight's blackout, is Rabbi Tribbiani|and officiating at tonights blackout is rabbi tribbiani
Joey|3|Well, Chandler's old roomate was Jewish, and these are the only candles we have, so|well chandlers old roomate was jewish and these are the only candles we have so
Joey|3|Happy Chanukah, everyone|happy chanukah everyone
Phoebe|5|Eww, look|eww look
Phoebe|5|Ugly Naked Guy lit a bunch of candles|ugly naked guy lit a bunch of candles
Rachel|1|That had to hurt|that had to hurt
Chandler|4|Alright, alright, alright|alright alright alright
Chandler|4|It's been fourteen and a half minutes and you still have not said one word|it is been fourteen and a half minutes and you still have not said one word
Chandler|4|Oh God, do something|oh god do something
Chandler|4|Just make contact, smile|just make contact smile
Chandler|4|There you go|there you go
Chandler|4|You're definitely scaring here|you are definitely scaring here
Jill|0|Would you like to call somebody|would you like to call somebody
Chandler|4|Yeah, about 300 guys I went to high school with|yeah about guys i went to high school with
Chandler|4|Yeah, thanks|yeah thanks
Monica|2|Hello|hello
Chandler|4|Hey, it's me|hey it is me
Monica|2|It's Chandler|it is chandler
Monica|2|Are you OK|are you ok
Chandler|4|Yeah, I'm fine|yeah i am fine
Chandler|4|I'm trppd in an ATM vstbl wth Jll Gdcr|i am trppd in an atm vstbl wth jll gdcr
Monica|2|What|what
Chandler|4|I'm trppd|i am trppd
Chandler|4|in an ATM vstbl|in an atm vstbl
Chandler|4|wth Jll Gdcr|wth jll gdcr
Monica|2|I have no idea what you just said|i have no idea what you just said
Chandler|4|Put Joey on the phone|put joey on the phone
Joey|3|What's up man|what is up man
Chandler|4|I'm trppd|i am trppd
