char_name|char_id|unprocessed_line|processed_line
Monica|2|Alright|alright
Monica|2|Phoebe|phoebe
Phoebe|5|Okay, okay|okay okay
Phoebe|5|If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest|if i were omnipotent for a day i would want um world peace no more hunger good things for the rain forest
Phoebe|5|And bigger boobs|and bigger boobs
Ross|6|Yeah, see|yeah see
Ross|6|you took mine|you took mine
Ross|6|Chandler, what about you|chandler what about you
Chandler|4|Uh, if I were omnipotent for a day, I'd|uh if i were omnipotent for a day i would
Chandler|4|make myself omnipotent forever|make myself omnipotent forever
Rachel|1|See, there's always one guy|see there is always one guy
Rachel|1|"""If I had a wish, I'd wish for three more wishes"|if i had a wish i would wish for three more wishes
Rachel|1|""""|
Monica|2|Hey, Joey, what would you do if you were omnipotent|hey joey what would you do if you were omnipotent
Joey|3|Probably kill myself|probably kill myself
Monica|2|Excuse me|excuse me
Joey|3|Hey, if Little Joey's dead, then I got no reason to live|hey if little joeys dead then i got no reason to live
Ross|6|Joey, uh- OMnipotent|joey uh omnipotent
Joey|3|You are|you are
Joey|3|Ross, I'm sorry|ross i am sorry
Monica|2|How does she do that|how does she do that
Ross|6|I cannot sleep in a public place|i cannot sleep in a public place
Monica|2|Would you look at her|would you look at her
Monica|2|She is so peaceful|she is so peaceful
Phoebe|5|Oh|oh
Phoebe|5|What what what|what what what
Phoebe|5|Hi|hi
Ross|6|It's okay, y'know, you just nodded off again|it is okay yknow you just nodded off again
Monica|2|What's going on with you|what is going on with you
Phoebe|5|I got no sleep last night|i got no sleep last night
Ross|6|Why|why
Phoebe|5|My grandmother has this new boyfriend, and they're both kind of insecure in bed|my grandmother has this new boyfriend and they are both kind of insecure in bed
Phoebe|5|Oh, and deaf|oh and deaf
Phoebe|5|So they're constantly, like, having to reassure each other that they're having a good time|so they are constantly like having to reassure each other that they are having a good time
Phoebe|5|You have no idea how loud they are|you have no idea how loud they are
Monica|2|Well, if you want, you can stay with Rachel and me tonight|well if you want you can stay with rachel and me tonight
Phoebe|5|Thanks|thanks
Joey|3|Ninety-five, ninety-six, ninety-seven|ninety five ninety six ninety seven
Joey|3|See, I told you|see i told you
Joey|3|Less than a hundred steps from our place to here|less than a hundred steps from our place to here
Chandler|4|You got waaaay too much free time|you got waaaay too much free time
Joey|3|Hey|hey
Joey|3|Here's the birthday boy|here is the birthday boy
Joey|3|Ross, check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're taking you|ross check it out hockey tickets rangers penguins tonight at the garden and we are taking you
Chandler|4|Happy birthday, pal|happy birthday pal
Joey|3|We love you, man|we love you man
Ross|6|Funny, my birthday was seven months ago|funny my birthday was seven months ago
Joey|3|So|so
Ross|6|So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date|so i am guessing you had an extra ticket and could not decide which one of you got to bring a date
Chandler|4|Well, aren't we Mr|well are not we mr
Chandler|4|"""The glass is half empty"|the glass is half empty
Chandler|4|""""|
Ross|6|Oh my God, oh- is today the twentieth, October twentieth|oh my god oh is today the twentieth october twentieth
Monica|2|Oh, I was hoping you wouldn't remember|oh i was hoping you would not remember
Ross|6|Ohhh|ohhh
Joey|3|What's wrong with the twentieth|what is wrong with the twentieth
Chandler|4|Eleven days before Halloween|eleven days before halloween
Chandler|4|all the good costumes are gone|all the good costumes are gone
Ross|6|Today's the day Carol and I first|todays the day carol and i first
Ross|6|consummated our physical relationship|consummated our physical relationship
Ross|6|Sex|sex
Ross|6|You know what, I-I'd better pass on the game|you know what i i would better pass on the game
Ross|6|I think I'm just gonna go home and think about my ex-wife and her lesbian lover|i think i am just gonna go home and think about my ex wife and her lesbian lover
Joey|3|The hell with hockey, let's all do that|the hell with hockey let us all do that
Chandler|4|C'mon, Ross|cmon ross
Chandler|4|You, me, Joey, ice, guys' night out, c'mon, whaddya say, big guy,  Huh|you me joey ice guys night out cmon whaddya say big guy huh
Chandler|4|Huh|huh
Chandler|4|Huh|huh
Ross|6|What are you doing|what are you doing
Chandler|4|I have no idea|i have no idea
Joey|3|C'mon, Ross|cmon ross
Ross|6|Alright, alright, maybe it'll take my mind off it|alright alright maybe it will take my mind off it
Ross|6|Do you promise to buy me a big thumb finger|do you promise to buy me a big thumb finger
Chandler|4|You got it|you got it
Rachel|1|Look-look-look-look-look, my first pay check|look look look look look my first pay check
Rachel|1|Look at the window, there's my name|look at the window there is my name
Rachel|1|Hi, me|hi me
Phoebe|5|I remember the day I got my first pay check|i remember the day i got my first pay check
Phoebe|5|There was a cave in in one of the mines, and eight people were killed|there was a cave in in one of the mines and eight people were killed
Monica|2|Wow, you worked in a mine|wow you worked in a mine
Phoebe|5|I worked in a Dairy Queen, why|i worked in a dairy queen why
Rachel|1|God, isn't this exciting|god is not this exciting
Rachel|1|I earned this|i earned this
Rachel|1|I wiped tables for it, I steamed milk for it, and it was totally——not worth it|i wiped tables for it i steamed milk for it and it was totally not worth it
Rachel|1|Who's FICA|who is fica
Rachel|1|Why's he getting all my money|why is he getting all my money
Rachel|1|I mean, what- Chandler, look at that|i mean what chandler look at that
Chandler|4|Oh, this is not that bad|oh this is not that bad
Joey|3|Oh, you're fine, yeah, for a first job|oh you are fine yeah for a first job
Ross|6|You can totally, totally live on this|you can totally totally live on this
Monica|2|Yeah, yeah|yeah yeah
Ross|6|Oh, by the way, great service tonight|oh by the way great service tonight
Guys|0|Hockey|hockey
Guys|0|Hockey|hockey
Guys|0|Hockey|hockey
Leslie|0|Rachel|rachel
Rachel|1|Oh my God|oh my god
Rachel|1|(Rachel, Leslie, Kiki, and Joanne all scream and hug each other|rachel leslie kiki and joanne all scream and hug each other
Monica|2|I swear I've seen birds do this on Wild Kingdom|i swear i have seen birds do this on wild kingdom
Rachel|1|What are you guys doing here|what are you guys doing here
Kiki|0|Well, we were in the city shopping, and your mom said you work here, aaand it's true|well we were in the city shopping and your mom said you work here aaand it is true
Joanne|0|Look at you in the apron|look at you in the apron
Joanne|0|You look like you're in a play|you look like you are in a play
Rachel|1|Look at you, you are so big I can't believe it|look at you you are so big i cannot believe it
Leslie|0|I know|i know
Leslie|0|I know|i know
Leslie|0|I'm a duplex|i am a duplex
Rachel|1|So what's going on with you|so what is going on with you
