char_name|char_id|unprocessed_line|processed_line
Written by|0|Alexa Junge Transcribed by: Mikael Hedberg|alexa junge transcribed by mikael hedberg
Monica|2|Tell him|tell him
Rachel|1|No|no
Phoebe|5|Tell him, tell him|tell him tell him
Monica|2|Just|just
Monica|2|please tell him|please tell him
Rachel|1|Shut up|shut up
Chandler|4|Tell me what|tell me what
Monica|2|Look at you, you won't even look at him|look at you you will not even look at him
Chandler|4|Oh, come on tell me|oh come on tell me
Chandler|4|I could use another reason why women won't look at me|i could use another reason why women will not look at me
Rachel|1|All right, all right, all right|all right all right all right
Rachel|1|Last night, I had a dream that, uh, you and I, were|last night i had a dream that uh you and i were
Phoebe|5|Doing it on this table|doing it on this table
Chandler|4|Wow|wow
Joey|3|Exellent dream score|exellent dream score
Ross|6|Why, why, why would you dream that|why why why would you dream that
Chandler|4|More importantly, was I any good|more importantly was i any good
Rachel|1|Well, you were pretty damn good|well you were pretty damn good
Chandler|4|Interesting, cause in my dreams, I'm allways surprisingly inadequate|interesting cause in my dreams i am allways surprisingly inadequate
Rachel|1|Well, last night you seemed to know your way around the table|well last night you seemed to know your way around the table
Ross|6|I love it, when we share|i love it when we share
Chandler|4|You're okay there|you are okay there
Ross|6|I can't belive you two had sex in her dream|i cannot belive you two had sex in her dream
Chandler|4|I'm sorry, it was a one-time-thing|i am sorry it was a one time thing
Chandler|4|I was very drunk and i was somebody else's subconscious|i was very drunk and i was somebody elses subconscious
Chandler|4|Hello Rachel|hello rachel
Rachel|1|Get off|get off
Phoebe|5|Uh, uh, gimme|uh uh gimme
Phoebe|5|Can you see me operating a drill press|can you see me operating a drill press
Joey|3|I don't know|i do not know
Joey|3|What are you wearing|what are you wearing
Ross|6|Pheebs, why would you want to operate a drill press|pheebs why would you want to operate a drill press
Phoebe|5|Just for some short-term-work|just for some short term work
Phoebe|5|You know, until I get back some of my massage clients|you know until i get back some of my massage clients
Chandler|4|Pirates again|pirates again
Phoebe|5|No, nothing like that|no nothing like that
Phoebe|5|I was just|i was just
Phoebe|5|such a dummie|such a dummie
Phoebe|5|"I taught this ""massage-yourself-at-home-workshop"|i taught this massage yourself at home workshop
Phoebe|5|""" And they are"|and they are
Joey|3|Hey, hey, Chan|hey hey chan
Joey|3|She could work for you|she could work for you
Chandler|4|Thanks Joey, that's a good idea|thanks joey that is a good idea
Phoebe|5|What|what
Phoebe|5|I could, I could do it|i could i could do it
Phoebe|5|What is it|what is it
Chandler|4|Well, my secretary is gonna be out for a couple of weeks|well my secretary is gonna be out for a couple of weeks
Chandler|4|She is having one of her boobs redused|she is having one of her boobs redused
Chandler|4|It's a whole big boob story|it is a whole big boob story
Phoebe|5|I could be a secretary|i could be a secretary
Chandler|4|Well, you know Phoebs|well you know phoebs
Chandler|4|I don't know if it's your kinda thing, because it involves a lot of being normal|i do not know if it is your kinda thing because it involves a lot of being normal
Chandler|4|For a large portion of the day|for a large portion of the day
Phoebe|5|I could do that|i could do that
Rachel|1|What are you playing with|what are you playing with
Ross|6|Oh, it's my new beeper|oh it is my new beeper
Joey|3|What the hell does a paleontologist need a beeper for|what the hell does a paleontologist need a beeper for
Monica|2|Is it like for dinosaur emergencies|is it like for dinosaur emergencies
Monica|2|'Help, come quick, they're still extinct|help come quick they are still extinct
Monica|2|'|
Ross|6|No, it's for when Carol goes into labor|no it is for when carol goes into labor
Ross|6|She can get me wherever I am|she can get me wherever i am
Ross|6|I mean, all she has to do is to dial 55-JIMBO|i mean all she has to do is to dial jimbo
Chandler|4|A cool phone number, and a possible name for the kid|a cool phone number and a possible name for the kid
Monica|2|All right, I'll see you guys later|all right i will see you guys later
Rachel|1|Off to see young Ethan|off to see young ethan
Monica|2|Thank you|thank you
Joey|3|How young is young Ethan|how young is young ethan
Joey|3|Young|young
Monica|2|He's|he is
Monica|2|our age|our age
Chandler|4|When we were|when we were
Monica|2|Okay, he's a senior in college|okay he is a senior in college
Ross|6|College|college
Chandler|4|Whoa|whoa
Chandler|4|And this manchild has no problem with how old you are|and this manchild has no problem with how old you are
Monica|2|No, of course not|no of course not
Monica|2|It's not even an issue|it is not even an issue
Monica|2|Cause I told him I was 22|cause i told him i was
Monica|2|Oh, I can't pass for 22|oh i cannot pass for
Phoebe|5|Well, maybe 25-26|well maybe
Monica|2|I am 26|i am
Phoebe|5|There you go|there you go
Chandler|4|Can you hear that|can you hear that
Phoebe|5|Yeah|yeah
Chandler|4|See that'll stop when you pick up the phone|see thatll stop when you pick up the phone
Phoebe|5|Oh|oh
Phoebe|5|Uh, I'm on|uh i am on
Phoebe|5|Mr|mr
Phoebe|5|Bing's office|bings office
Phoebe|5|No I'm sorry, he's in a meeting right now|no i am sorry he is in a meeting right now
Chandler|4|I'm not in a meeting|i am not in a meeting
Chandler|4|I'm right|i am right
Chandler|4|Whoops|whoops
Phoebe|5|Will he know what this is in reference to|will he know what this is in reference to
Phoebe|5|And he has your number|and he has your number
Phoebe|5|All right, I'll see that he gets the message|all right i will see that he gets the message
Phoebe|5|Bye bye|bye bye
Chandler|4|What|what
Phoebe|5|Ross says hi|ross says hi
Chandler|4|Ah|ah
Phoebe|5|This is so fun|this is so fun
Phoebe|5|All right, what do we do now|all right what do we do now
Chandler|4|Well, now, I actually have to get to work|well now i actually have to get to work
Phoebe|5|Most likely|most likely
Phoebe|5|Okay, I'm gonna be out there|okay i am gonna be out there
Chandler|4|Okay|okay
Phoebe|5|All right|all right
