Rachel|1|Coffee|coffee
Joey|3|Thank you|thank you
Rachel|1|Cappuccino|cappuccino
Ross|6|Grazie|grazie
Rachel|1|And a nice hot cider for Monica|and a nice hot cider for monica
Monica|2|Aww, thank you|aww thank you
Monica|2|Uh Rach|uh rach
Rachel|1|Yeah|yeah
Monica|2|Why does my cinamon stick have an eraser|why does my cinamon stick have an eraser
Rachel|1|Oh|oh
Rachel|1|That's why|that is why
Rachel|1|I'm sorry|i am sorry
Woman|0|Chandler|chandler
Chandler|4|Mrs|mrs
Chandler|4|Tedlock|tedlock
Chandler|4|You're looking lovely today|you are looking lovely today
Chandler|4|And may I say, that is a very flattering sleeve length on you|and may i say that is a very flattering sleeve length on you
Mrs. Tedlock|0|Yes|yes
Mrs. Tedlock|0|Well, Mr|well mr
Mrs. Tedlock|0|Kostelick wants you to stop by his office at the end of the day|kostelick wants you to stop by his office at the end of the day
Chandler|4|Oh, listen|oh listen
Chandler|4|If this is about those prank memos, I had nothing to do with them|if this is about those prank memos i had nothing to do with them
Chandler|4|Really|really
Chandler|4|Nothing at all|nothing at all
Chandler|4|Really|really
Chandler|4|Nothing|nothing
Phoebe|5|Hey you guys|hey you guys
Phoebe|5|Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know|chandlers coming and he says he has like this incredible news so when he gets here we could all act like you know
Chandler|4|Hey|hey
Phoebe|5|Never mind|never mind
Phoebe|5|But it was going to be really good|but it was going to be really good
Ross|6|What's going on|what is going on
Chandler|4|So, it's a typical day at work|so it is a typical day at work
Chandler|4|I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor|i am inputting my numbers and big al calls me into his office and tells me he wants to make me processing supervisor
Chandler|4|So|so
Chandler|4|I quit|i quit
Chandler|4|Why|why
Chandler|4|This was supposed to be a temp job|this was supposed to be a temp job
Monica|2|Yeah, Chandler|yeah chandler
Monica|2|you've been there for five years|you have been there for five years
Chandler|4|If I took this promotion, it'd be like admitting that this is what I actually do|if i took this promotion it would be like admitting that this is what i actually do
Phoebe|5|So was it a lot more money|so was it a lot more money
Chandler|4|It doesn't matter|it does not matter
Chandler|4|I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS|i just do not want to be one of those guys that is in his office until twelve of the clock at night worrying about the wenus
Rachel|1|the WENUS|the wenus
Chandler|4|Weekly Estimated Net Usage Systems|weekly estimated net usage systems
Chandler|4|A processing term|a processing term
Rachel|1|Oh|oh
Rachel|1|That WENUS|that wenus
Joey|3|So what're you going to do|so what are you going to do
Chandler|4|I don't know|i do not know
Chandler|4|That's the thing|that is the thing
Chandler|4|I don't know what I want to do|i do not know what i want to do
Chandler|4|I just know I'm not going to figure it out working there|i just know i am not going to figure it out working there
Phoebe|5|Oooh|oooh
Phoebe|5|I have something you can do|i have something you can do
Phoebe|5|I have this new massage client|i have this new massage client
Phoebe|5|Steve|steve
Phoebe|5|Anyway, he's opening up a restaurant and he's looking for a head chef|anyway he is opening up a restaurant and he is looking for a head chef
Monica|2|Um|um
Monica|2|hi there|hi there
Phoebe|5|Hi|hi
Phoebe|5|Oh, yeah, no, I know|oh yeah no i know
Phoebe|5|You're a chef|you are a chef
