Rachel|1|Terry, I, I, I know that I haven't worked here very long, but I was wondering, do you think it would be possible if I got a $100 advance in my salary|terry i i i know that i have not worked here very long but i was wondering do you think it would be possible if i got a advance in my salary
Terry|0|An advance|an advance
Rachel|1|It's so that I can spend Thanksgiving with my family|it is so that i can spend thanksgiving with my family
Rachel|1|See, every year we go skiing in Vail, and normally my father pays for my ticket, but I sort of started the whole independence thing, you know, which is actually why I took this job|see every year we go skiing in vail and normally my father pays for my ticket but i sort of started the whole independence thing you know which is actually why i took this job
Terry|0|Rachel, Rachel, sweetheart|rachel rachel sweetheart
Terry|0|You're a terrible, terrible waitress|you are a terrible terrible waitress
Terry|0|Really, really awful|really really awful
Rachel|1|Ok, I, I hear what you're sayin'|ok i i hear what you are sayin
Rachel|1|I'm with you|i am with you
Rachel|1|Um, but I, but I'm trying really hard|um but i but i am trying really hard
Rachel|1|And I think I'm doing better|and i think i am doing better
Rachel|1|I really do|i really do
Rachel|1|Does anybody need coffee|does anybody need coffee
Rachel|1|Oh, look at that|oh look at that
Rachel|1|Excuse me, sir|excuse me sir
Rachel|1|Hi, you come in here all time|hi you come in here all time
Rachel|1|I was just wondering, do you think there's a possibility that you could give me an advance on my tips|i was just wondering do you think there is a possibility that you could give me an advance on my tips
Guy|0|Huh|huh
Rachel|1|Ok, ok, that's fine|ok ok that is fine
Rachel|1|Fine|fine
Rachel|1|Hey, I'm sorry about that spill before|hey i am sorry about that spill before
Rachel|1|Only $98|only
Rachel|1|50 to go|to go
Monica|2|Hey|hey
Monica|2|Ross, did you know Mom and Dad are going to Puerto Rico for Thanksgiving|ross did you know mom and dad are going to puerto rico for thanksgiving
Ross|6|No, they're not|no they are not
Monica|2|Yes, they are|yes they are
Monica|2|The Blymens invited them|the blymens invited them
Ross|6|You're wrong|you are wrong
Monica|2|I am not wrong|i am not wrong
Ross|6|You're wrong|you are wrong
Monica|2|No, I just talked to them|no i just talked to them
Ross|6|I'm calling Mom|i am calling mom
Joey|3|Hey, hey|hey hey
Chandler|4|Hey|hey
Phoebe|5|Hey|hey
Chandler|4|And this from the cry-for-help department|and this from the cry for help department
Chandler|4|Are you wearing makeup|are you wearing makeup
Joey|3|Yes, I am|yes i am
Joey|3|As of today, I am officially Joey Tribbiani, actor slash model|as of today i am officially joey tribbiani actor slash model
Chandler|4|That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman|that is so funny because i was thinking you look more like joey tribbiani man slash woman
Phoebe|5|What were you modeling for|what were you modeling for
Joey|3|You know those posters for the city free clinic|you know those posters for the city free clinic
Monica|2|"Oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys"""|oh wow so you are gonna be one of those healthy healthy healthy guys
Phoebe|5|You know, the asthma guy was really cute|you know the asthma guy was really cute
Chandler|4|Do you know which one you're gonna be|do you know which one you are gonna be
Joey|3|No, but I hear lyme disease is open, so|no but i hear lyme disease is open so
Chandler|4|Good luck, man|good luck man
Chandler|4|I hope you get it|i hope you get it
Joey|3|Thanks|thanks
Ross|6|Well, you were right|well you were right
Ross|6|How can they do this to us, huh|how can they do this to us huh
Ross|6|It's Thanksgiving|it is thanksgiving
Monica|2|Ok, I'll tell you what|ok i will tell you what
Monica|2|How about I cook dinner at my place|how about i cook dinner at my place
Monica|2|I'll make it just like Mom's|i will make it just like moms
Ross|6|Will you make the mashed potatoes with the lumps|will you make the mashed potatoes with the lumps
Monica|2|You know, they're not actually supposed to have|you know they are not actually supposed to have
Monica|2|I'll work on the lumps|i will work on the lumps
Monica|2|Joey, you're going home, right|joey you are going home right
Joey|3|Yeah|yeah
Monica|2|And I assume, Chandler, you are still boycotting all the pilgrim holidays|and i assume chandler you are still boycotting all the pilgrim holidays
Chandler|4|Yes, every single one of them|yes every single one of them
Monica|2|Phoebe, you're gonna be with your grandma|phoebe you are gonna be with your grandma
Phoebe|5|Yes, and her boyfriend|yes and her boyfriend
Phoebe|5|But we're celebrating Thanksgiving in December 'cause he is lunar|but we are celebrating thanksgiving in december because he is lunar
Monica|2|So you're free Thursday, then|so you are free thursday then
Phoebe|5|Yeah|yeah
Phoebe|5|Oh, can I come|oh can i come
Monica|2|Yeah|yeah
Monica|2|Rach, are you thinking you're gonna make it to Vail|rach are you thinking you are gonna make it to vail
Rachel|1|Absolutely|absolutely
Rachel|1|Shoop, shoop, shoop|shoop shoop shoop
Rachel|1|Only a hundred and two dollars to go|only a hundred and two dollars to go
Chandler|4|I thought it was $98|i thought it was
Chandler|4|50|
Rachel|1|Yeah, well it was|yeah well it was
Rachel|1|I, I broke a cup|i i broke a cup
Ross|6|Well, I'm off to Carol's|well i am off to carols
Phoebe|5|Ooh, ooh|ooh ooh
Phoebe|5|Why don't we invite her|why do not we invite her
Ross|6|Ooh, ooh|ooh ooh
Ross|6|Because she's my ex-wife, and will probably want to bring her, ooh, ooh, lesbian life partner|because she is my ex wife and will probably want to bring her ooh ooh lesbian life partner
Ross|6|Hi, is uh, is Carol here|hi is uh is carol here
Susan|0|No, she's at a faculty meeting|no she is at a faculty meeting
Ross|6|Oh, I uh, just came by to pick up my skull|oh i uh just came by to pick up my skull
Ross|6|Well, not mine, but|well not mine but
Ross|6|Susan: Come in|susan come in
Ross|6|Thanks|thanks
Ross|6|Yeah, Carol borrowed it for a class, and I have to get it back to the museum|yeah carol borrowed it for a class and i have to get it back to the museum
Susan|0|What's it look like|what is it look like
Ross|6|Kinda like a big face without skin|kinda like a big face without skin
Susan|0|Yes, I'm familiar with the concept|yes i am familiar with the concept
Susan|0|We can just look for it|we can just look for it
Ross|6|Ok|ok
Ross|6|Wow, you guys sure have a lot of books about bein' a lesbian|wow you guys sure have a lot of books about bein a lesbian
Susan|0|Well, you know, you have to take a course|well you know you have to take a course
Susan|0|Otherwise, they don't let you do it|otherwise they do not let you do it
Ross|6|Hey, hey, Yertle the Turtle|hey hey yertle the turtle
Ross|6|A classic|a classic
Susan|0|Actually, I'm reading it to the baby|actually i am reading it to the baby
Ross|6|The uh, the baby that hasn't been born yet|the uh the baby that has not been born yet
Ross|6|Wouldn't that mean you're|would not that mean you are
Ross|6|crazy|crazy
Susan|0|What, you don't think they can hear sounds in there|what you do not think they can hear sounds in there
Ross|6|You're not serious, I mean, you really|you are not serious i mean you really
Ross|6|you really talk to it|you really talk to it
Susan|0|Yeah, all the time|yeah all the time
Susan|0|I want the baby to know my voice|i want the baby to know my voice
Ross|6|Do you uh, do you talk about me|do you uh do you talk about me
Susan|0|Yeah, yeah, all the time|yeah yeah all the time
Ross|6|Really|really
Susan|0|But um, we just refer to you as Bobo the Sperm Guy|but um we just refer to you as bobo the sperm guy
Ross|6|Look, if she's talking to it, I just think that I should get some belly time too|look if she is talking to it i just think that i should get some belly time too
Ross|6|Not that I believe any of this|not that i believe any of this
Phoebe|5|Oh, I believe it|oh i believe it
Phoebe|5|I think the baby can totally hear everything|i think the baby can totally hear everything
Phoebe|5|I can show you|i can show you
Phoebe|5|Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say|look this will seem a little weird but you put your head inside this turkey and then we will all talk and you will hear everything we say
Chandler|4|I'd just like to say that I'm totally behind this experiment|i would just like to say that i am totally behind this experiment
Chandler|4|In fact, I'd very much like to butter your head|in fact i would very much like to butter your head
Monica|2|Hey, Rach, did you make your money|hey rach did you make your money
Rachel|1|No, not even close|no not even close
Rachel|1|Forget Vail, forget seeing my family, forget shoop, shoop, shoop|forget vail forget seeing my family forget shoop shoop shoop
Monica|2|Rach, here's your mail|rach here is your mail
Rachel|1|Thanks, you can just put it on the table|thanks you can just put it on the table
Monica|2|No, here's your mail|no here is your mail
Rachel|1|Thanks, you can just put it on the table|thanks you can just put it on the table
Monica|2|Would you just open it|would you just open it
Rachel|1|Oh my god, oh, you guys are great|oh my god oh you guys are great
Monica|2|We all chipped in|we all chipped in
Joey|3|We did|we did
Monica|2|You owe me 20 bucks|you owe me bucks
Rachel|1|Thank you|thank you
Rachel|1|Thank you so much|thank you so much
Monica|2|Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns|chandler here you go got your traditional thanksgiving feast you got your tomato soup your grilled cheese fixins and your family size bag of funyuns
Rachel|1|Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner|wait wait chandler this is what you are havin for thanksgiving dinner
Rachel|1|What, what, what is it with you and this holiday|what what what is it with you and this holiday
Chandler|4|All right, I'm nine years old|all right i am nine years old
Ross|6|Oh, I hate this story|oh i hate this story
Chandler|4|We just finished this magnificent Thanksgiving dinner|we just finished this magnificent thanksgiving dinner
Chandler|4|I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced|i have and i remember this part vividly a mouthful of pumpkin pie and this is the moment my parents choose to tell me they are getting divorced
Rachel|1|Oh my god|oh my god
Chandler|4|Yes|yes
Chandler|4|It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse|it is very difficult to appreciate a thanksgiving dinner once you have seen it in reverse
Joey|3|Uh, hi|uh hi
Joey|3|We uh, we used to work together|we uh we used to work together
Girl|0|We did|we did
Joey|3|Yeah, at Macy's|yeah at macys
Joey|3|You were the Obsession girl, right|you were the obsession girl right
Joey|3|I was the Aramis guy|i was the aramis guy
Joey|3|Aramis|aramis
Joey|3|Aramis|aramis
Girl|0|Yeah, right|yeah right
Joey|3|I gotta tell you|i gotta tell you
Joey|3|You're the best in the business|you are the best in the business
Girl|0|Get out|get out
Joey|3|I'm serious|i am serious
Joey|3|You're amazing|you are amazing
Joey|3|You know when to spritz, when to lay back|you know when to spritz when to lay back
Girl|0|Really|really
Girl|0|You don't know what that means to me|you do not know what that means to me
Joey|3|Ooh, you smell great tonight|ooh you smell great tonight
Joey|3|What're you wearing|what are you wearing
Girl|0|Nothing|nothing
Joey|3|Listen, uh, you wanna go get a drink or something|listen uh you wanna go get a drink or something
Girl|0|Yeah|yeah
