Monica|2|What you guys don't understand is, for us, kissing is as important as any part of it|what you guys do not understand is for us kissing is as important as any part of it
Joey|3|Yeah, right|yeah right
Joey|3|Y'serious|yserious
Phoebe|5|Oh, yeah|oh yeah
Rachel|1|Everything you need to know is in that first kiss|everything you need to know is in that first kiss
Monica|2|Absolutely|absolutely
Chandler|4|Yeah, I think for us, kissing is pretty much like an opening act, y'know|yeah i think for us kissing is pretty much like an opening act yknow
Chandler|4|I mean it's like the stand-up comedian you have to sit through before Pink Floyd comes out|i mean it is like the stand up comedian you have to sit through before pink floyd comes out
Ross|6|Yeah, and-and it's not that we don't like the comedian, it's that-that|yeah and and it is not that we do not like the comedian it is that that
Ross|6|that's not why we bought the ticket|that is not why we bought the ticket
Chandler|4|The problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know|the problem is though after the concerts over no matter how great the show was you girls are always looking for the comedian again yknow
Chandler|4|I mean, we're in the car, we're fighting traffic|i mean we are in the car we are fighting traffic
Chandler|4|basically just trying to stay awake|basically just trying to stay awake
Rachel|1|Yeah, well, word of advice: Bring back the comedian|yeah well word of advice bring back the comedian
Rachel|1|Otherwise next time you're gonna find yourself sitting at home, listening to that album alone|otherwise next time you are gonna find yourself sitting at home listening to that album alone
Joey|3|Are we still talking about sex|are we still talking about sex
Ross|6|No, it's good, it is good, it's just that- mm- doesn't she seem a little angry|no it is good it is good it is just that mm does not she seem a little angry
Marsha|0|Well, she has issues|well she has issues
Ross|6|Does she|does she
Marsha|0|He's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet|he is out banging other women over the head with a club while she sits at home trying to get the mastodon smell out of the carpet
Ross|6|Marsha, these are cave people|marsha these are cave people
Ross|6|Okay|okay
Ross|6|They have issues like 'Gee, that glacier's getting kinda close|they have issues like gee that glaciers getting kinda close
Ross|6|' See|see
Marsha|0|Speaking of issues, isn't that your ex-wife|speaking of issues is not that your ex wife
Ross|6|No|no
Ross|6|No|no
Marsha|0|Yes, it is|yes it is
Marsha|0|Carol|carol
Marsha|0|Hi|hi
Ross|6|Okay, okay, yes, it is|okay okay yes it is
Ross|6|How about I'll, uh, catch up with you in the Ice Age|how about i will uh catch up with you in the ice age
Ross|6|Hi|hi
Carol|0|So|so
Ross|6|You look great|you look great
Ross|6|I, uh|i uh
Ross|6|I hate that|i hate that
Carol|0|Sorry|sorry
Carol|0|You look good too|you look good too
Ross|6|Ah, well, in here, anyone who|ah well in here anyone who
Ross|6|stands erect|stands erect
Ross|6|So what's new|so what is new
Ross|6|Still, uh|still uh
Carol|0|A lesbian|a lesbian
Ross|6|Well|well
Ross|6|you never know|you never know
Ross|6|How's, um|how is um
Ross|6|how's the family|how is the family
Carol|0|Marty's still totally paranoid|martys still totally paranoid
Carol|0|Oh, and, uh-|oh and uh
Ross|6|Why- why are you here, Carol|why why are you here carol
Carol|0|I'm pregnant|i am pregnant
Ross|6|Pregnant|pregnant
Chandler|4|Oh, I think this is the episode of Three's Company where there's some kind of misunderstanding|oh i think this is the episode of threes company where there is some kind of misunderstanding
Phoebe|5|Then I've already seen this one|then i have already seen this one
Monica|2|Are you through with that|are you through with that
Joey|3|Yeah, sorry, the swallowing slowed me down|yeah sorry the swallowing slowed me down
