Phoebe|5|Do you think they have yesterday's daily news|do you think they have yesterdays daily news
Monica|2|Why|why
Phoebe|5|Just wanna check my horoscope, see if it was right|just wanna check my horoscope see if it was right
Monica|2|Oh my God|oh my god
Monica|2|Phoebe|phoebe
Monica|2|Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression|do not look now but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression
Phoebe|5|Where|where
Phoebe|5|Ooh, come to Momma|ooh come to momma
Monica|2|He's coming|he is coming
Monica|2|Be cool, be cool, be cool|be cool be cool be cool
Guy|0|Nice hat|nice hat
Monica|2|Thanks|thanks
Phoebe|5|Thanks|thanks
Phoebe|5|We should do something|we should do something
Phoebe|5|Whistle|whistle
Monica|2|We are not going to whistle|we are not going to whistle
Phoebe|5|Come on, do it|come on do it
Monica|2|No|no
Phoebe|5|Do it|do it
Monica|2|No|no
Phoebe|5|Do it do it do it|do it do it do it
Monica|2|Woo-woo|woo woo
Phoebe|5|I can't believe you did that|i cannot believe you did that
Monica|2|Why did I 'woo-hoo'|why did i woo hoo
Monica|2|I mean, what was I hoping would happen|i mean what was i hoping would happen
Monica|2|That-that he'd turn round and say 'I love that sound, I must have you now'|that that he would turn round and say i love that sound i must have you now
Phoebe|5|I just wish there was something we could do|i just wish there was something we could do
Phoebe|5|Hello|hello
Phoebe|5|Hello, Coma Guy|hello coma guy
Phoebe|5|GET UP, YOU GIRL SCOUT|get up you girl scout
Phoebe|5|UP|up
Phoebe|5|UP|up
Phoebe|5|UP|up
Monica|2|Phoebe, what are you doing|phoebe what are you doing
Phoebe|5|Maybe nobody's tried this|maybe nobodys tried this
Monica|2|I wish we at least knew his name|i wish we at least knew his name
Monica|2|Look at that face|look at that face
Monica|2|I mean, even sleeping, he looks smart|i mean even sleeping he looks smart
Monica|2|I bet he's a lawyer|i bet he is a lawyer
Phoebe|5|Yeah, but did you see the dents in his knuckles|yeah but did you see the dents in his knuckles
Phoebe|5|That means he's artistic|that means he is artistic
Monica|2|Okay, he's a lawyer, who teaches sculpting on the side|okay he is a lawyer who teaches sculpting on the side
Monica|2|And- he can dance|and he can dance
Phoebe|5|Oh|oh
Phoebe|5|And, he's the kinda guy who, when you're talking, he's listening, y'know, and not saying 'Yeah, I understand' but really wondering what you look like naked|and he is the kinda guy who when you are talking he is listening yknow and not saying yeah i understand but really wondering what you look like naked
Monica|2|I wish all guys could be like him|i wish all guys could be like him
Phoebe|5|I know|i know
Chandler|4|Are there no conscious men in the city for you two|are there no conscious men in the city for you two
Monica|2|He doesn't have anyone|he does not have anyone
Phoebe|5|Yeah, we-we feel kinda responsible|yeah we we feel kinda responsible
Joey|3|I can't believe you said woowoo|i cannot believe you said woowoo
Joey|3|I don't even say woowoo|i do not even say woowoo
Rachel|1|Oh, she's coming up|oh she is coming up
Rachel|1|She's coming up|she is coming up
Jay Leno|0|Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing|folks when we come back we will be talking about her new book euphoria unbound the always interesting nora tyler bing
Jay Leno|0|You might wanna put the kids to bed for this one|you might wanna put the kids to bed for this one
Chandler|4|Y'know, we don't have to watch this|yknow we do not have to watch this
Chandler|4|Weekend At Bernie's is on Showtime, HBO, and Cinemax|weekend at bernies is on showtime hbo and cinemax
Rachel|1|No way, forget it|no way forget it
Joey|3|C'mon, she's your mom|cmon she is your mom
Chandler|4|Exactly|exactly
Chandler|4|Weekend At Bernie's|weekend at bernies
Chandler|4|Dead guy getting hit in the groin twenty, thirty times|dead guy getting hit in the groin twenty thirty times
Chandler|4|No|no
Rachel|1|Chandler, I gotta tell you, I love your mom's books|chandler i gotta tell you i love your moms books
Rachel|1|I love her books|i love her books
Rachel|1|I cannot get on a plane without one|i cannot get on a plane without one
Rachel|1|I mean, this is so cool|i mean this is so cool
Chandler|4|Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch|yeah well you would not think it was cool if you are eleven years old and all your friends are passing around page of mistress bitch
Chandler|4|'|
Ross|6|C'mon, Chandler, I love your mom|cmon chandler i love your mom
Ross|6|I think she's a blast|i think she is a blast
Chandler|4|You can say that because she's not your mom|you can say that because she is not your mom
Ross|6|Oh, please|oh please
Paolo|0|Bona sera|bona sera
Rachel|1|Oh, hi sweetie|oh hi sweetie
Ross|6|When did Rigatoni get back from Rome|when did rigatoni get back from rome
Monica|2|Last night|last night
Ross|6|Ah, so then his plane didn't explode in a big ball of fire|ah so then his plane did not explode in a big ball of fire
Ross|6|Just a dream I had- but, phew|just a dream i had but phew
Phoebe|5|Hey hey hey|hey hey hey
Phoebe|5|She's on|she is on
Paolo|0|Ah|ah
Paolo|0|Nora Bing|nora bing
Jay Leno|0|Now what is this about you-you being arrested i-in London|now what is this about you you being arrested i in london
Jay Leno|0|What is that all about|what is that all about
Phoebe|5|Your mom was arrested|your mom was arrested
Chandler|4|Shhh, busy beaming with pride|shhh busy beaming with pride
Mrs. Bing|0|This is kind of embarrassing, but occasionally after I've been intimate with a man|this is kind of embarrassing but occasionally after i have been intimate with a man
Chandler|4|Now why would she say that's embarrassing|now why would she say that is embarrassing
Mrs. Bing|0|I just get this craving for Kung Pow Chicken|i just get this craving for kung pow chicken
Chandler|4|THAT'S TOO MUCH INFORMATION|that is too much information
Jay Leno|0|Alright, so now you're doing this whole book tour thing, how is that going|alright so now you are doing this whole book tour thing how is that going
Mrs. Bing|0|Oh, fine|oh fine
Mrs. Bing|0|I'm leaving for New York tomorrow, which I hate- but I get to see my son, who I love|i am leaving for new york tomorrow which i hate but i get to see my son who i love
Chandler|4|This is the way that I find out|this is the way that i find out
Chandler|4|Most moms use the phone|most moms use the phone
Jay Leno|0|Y'know, don't take this wrong, I-I just don't see you a-as a mom, somehow|yknow do not take this wrong i i just do not see you a as a mom somehow
Jay Leno|0|I don't mean that, I don't mean that bad|i do not mean that i do not mean that bad
Mrs. Bing|0|Oh no, I am a fabulous mom|oh no i am a fabulous mom
Mrs. Bing|0|I bought my son his first condoms|i bought my son his first condoms
Chandler|4|And then he burst into flames|and then he burst into flames
Monica|2|Let's see|let us see
Monica|2|Congress is debating a new deficit reduction bill|congress is debating a new deficit reduction bill
Monica|2|the mayor wants to raise subway fares again|the mayor wants to raise subway fares again
Monica|2|the high today was forty-five|the high today was forty five
Monica|2|and- oh, teams played sports|and oh teams played sports
Phoebe|5|What about Glen|what about glen
Phoebe|5|He could be a Glen|he could be a glen
Monica|2|Nah|nah
Monica|2|not-not special enough|not not special enough
Phoebe|5|Ooh|ooh
Phoebe|5|How about Agamemnon|how about agamemnon
Monica|2|Waaay too special|waaay too special
Mrs. Bing|0|I am famished|i am famished
Mrs. Bing|0|What do I want|what do i want
Chandler|4|Please God don't let it be Kung Pow Chicken|please god do not let it be kung pow chicken
Mrs. Bing|0|Oh, you watched the show|oh you watched the show
Mrs. Bing|0|What'd you think|whatd you think
Chandler|4|Well, I think you need to come out of your shell just a little|well i think you need to come out of your shell just a little
Ross|6|What is this dive|what is this dive
Ross|6|Only you could've picked this place|only you could have picked this place
Mrs. Bing|0|Oooh, c'mon, shut up, it's fun|oooh cmon shut up it is fun
Mrs. Bing|0|Gimme a hug|gimme a hug
Mrs. Bing|0|Well, I think we're ready for some tequila|well i think we are ready for some tequila
Chandler|4|I know I am|i know i am
Mrs. Bing|0|Who's doing shots|who is doing shots
Monica|2|Yeah|yeah
Phoebe|5|I'm in|i am in
Mrs. Bing|0|There y'go|there ygo
Mrs. Bing|0|Ross|ross
Ross|6|Uh, I'm not really a shot drinking kinda guy|uh i am not really a shot drinking kinda guy
Rachel|1|Hi|hi
Rachel|1|Sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time|sorry sorry we are late we uh kinda just yknow lost track of time
Ross|6|But a man can change|but a man can change
Ross|6|Anyone want me to appraise anything|anyone want me to appraise anything
Rachel|1|Mrs|mrs
Rachel|1|Bing, I have to tell you, I've read everything you've ever written|bing i have to tell you i have read everything you have ever written
Rachel|1|No, I mean it|no i mean it
Rachel|1|I mean, when I read Euphoria at Midnight, all I wanted to do was become a writer|i mean when i read euphoria at midnight all i wanted to do was become a writer
Mrs. Bing|0|Oh, please, honey, listen, if I can do it, anybody can|oh please honey listen if i can do it anybody can
Mrs. Bing|0|You just start with half a dozen European cities, throw in thirty euphemisms for male genitalia, and bam|you just start with half a dozen european cities throw in thirty euphemisms for male genitalia and bam
Mrs. Bing|0|You have got yourself a book|you have got yourself a book
Chandler|4|Myyy mother, ladies and gentlemen|myyy mother ladies and gentlemen
Mrs. Bing|0|Yeah, any messages for room 226|yeah any messages for room
Mrs. Bing|0|You okay there, slugger|you okay there slugger
Ross|6|Yeah, I'm fine, I'm fine|yeah i am fine i am fine
Mrs. Bing|0|What is with you tonight|what is with you tonight
Ross|6|Nothing|nothing
Ross|6|Nothing nothing nothing|nothing nothing nothing
Mrs. Bing|0|Okay, thank you|okay thank you
Mrs. Bing|0|It's the Italian Hand-Licker, isn't it|it is the italian hand licker is not it
Ross|6|No|no
Ross|6|It's the one he's licking|it is the one he is licking
Mrs. Bing|0|She's supposed to be with you|she is supposed to be with you
Ross|6|You're good|you are good
Mrs. Bing|0|Oh, Ross, listen to me|oh ross listen to me
Mrs. Bing|0|I have sold a hundred million copies of my books, and y'know why|i have sold a hundred million copies of my books and yknow why
Ross|6|The girl on the cover with her nipples showing|the girl on the cover with her nipples showing
Mrs. Bing|0|No|no
Mrs. Bing|0|Because I know how to write men that women fall in love with|because i know how to write men that women fall in love with
Mrs. Bing|0|Believe me, I cannot sell a Paolo|believe me i cannot sell a paolo
Mrs. Bing|0|People will not turn three hundred twenty-five pages for a Paolo|people will not turn three hundred twenty five pages for a paolo
Mrs. Bing|0|C'mon, the guy's a secondary character, a, y'know, complication you eventually kill off|cmon the guys a secondary character a yknow complication you eventually kill off
Ross|6|When|when
Mrs. Bing|0|He's not a hero|he is not a hero
Mrs. Bing|0|You know who our hero is|you know who our hero is
Ross|6|The guy on the cover with his nipples showing|the guy on the cover with his nipples showing
Mrs. Bing|0|No, it's you|no it is you
Ross|6|Please|please
Mrs. Bing|0|No, really, c'mon|no really cmon
Mrs. Bing|0|You're smart, you're sexy|you are smart you are sexy
Ross|6|Right|right
Mrs. Bing|0|You are gonna be fine, believe me|you are gonna be fine believe me
Ross|6|Uh-oh|uh oh
Joey|3|Uhhhh|uhhhh
