char_name|char_id|unprocessed_line|processed_line
Written by|0|Doty Abrams Transcribed by: guineapig|doty abrams transcribed by guineapig
Chandler|4|I can't believe you would actually say that|i cannot believe you would actually say that
Chandler|4|I would much rather be Mr|i would much rather be mr
Chandler|4|Peanut than Mr|peanut than mr
Chandler|4|Salty|salty
Joey|3|No way|no way
Joey|3|Mr|mr
Joey|3|Salty is a sailor, all right, he's got to be, like, thetoughest snack there is|salty is a sailor all right he is got to be like thetoughest snack there is
Ross|6|I don't know, you don't wanna mess with corn nuts|i do not know you do not wanna mess with corn nuts
Ross|6|They're craaazy|they are craaazy
Monica|2|Oh my God|oh my god
Monica|2|You guys|you guys
Monica|2|You gotta come see this|you gotta come see this
Monica|2|There's some creep out there with a telescope|there is some creep out there with a telescope
Ross|6|I can't believe it|i cannot believe it
Ross|6|He's looking right at us|he is looking right at us
Rachel|1|Oh, that is so sick|oh that is so sick
Chandler|4|I feel violated|i feel violated
Chandler|4|And not in a good way|and not in a good way
Phoebe|5|How can people do that|how can people do that
Phoebe|5|Oh, you guys, look|oh you guys look
Phoebe|5|Ugly Naked Guy got gravity boots|ugly naked guy got gravity boots
Chandler|4|I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time|i am telling you years from now schoolchildren will study it as one of the greatest first dates of all time
Chandler|4|It was unbelievable|it was unbelievable
Chandler|4|We could totally be ourselves, we didn't have to play any games|we could totally be ourselves we did not have to play any games
Monica|2|So have you called her yet|so have you called her yet
Chandler|4|Let her know I like her|let her know i like her
Chandler|4|What are you, insane|what are you insane
Chandler|4|It's the next day|it is the next day
Chandler|4|How needy do I want to seem|how needy do i want to seem
Chandler|4|I'm right, right|i am right right
Joey|3|Oh, yeah|oh yeah
Joey|3|Yeah|yeah
Joey|3|Let her dangle|let her dangle
Ross|6|Oh, yeah|oh yeah
Ross|6|Yeah|yeah
Ross|6|Let her dangle|let her dangle
Monica|2|I can't believe my parents are actually pressuring me to find one of you people|i cannot believe my parents are actually pressuring me to find one of you people
Phoebe|5|Oh, God, just do it|oh god just do it
Phoebe|5|Call her|call her
Phoebe|5|Stop being so testosteroney|stop being so testosteroney
Chandler|4|Which, by the way, is the real San Francisco treat|which by the way is the real san francisco treat
Chandler|4|I got her machine|i got her machine
Joey|3|Her answer machine|her answer machine
Chandler|4|No, interestingly enough her leaf blower picked up|no interestingly enough her leaf blower picked up
Phoebe|5|So, uh, why didn't you say anything|so uh why did not you say anything
Chandler|4|Oh, no-no-no-no|oh no no no no
Chandler|4|"Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o"|last time i left a spontaneous message i ended up using the phrase yes indeedy o
Chandler|4|""""|
Monica|2|Look look|look look
Monica|2|It's Rachel and Barry|it is rachel and barry
Monica|2|No, don't everybody look at once|no do not everybody look at once
Ross|6|Okay, okay, what's going on|okay okay what is going on
