char_name|char_id|unprocessed_line|processed_line
Written by|0|Alexa Junge Transcribed by: guineapig|alexa junge transcribed by guineapig
Rachel|1|That is it|that is it
Rachel|1|You just barge in here, you don't knock|you just barge in here you do not knock
Chandler|4|I'm sorry|i am sorry
Rachel|1|You have no respect for anybody's privacy|you have no respect for anybodys privacy
Chandler|4|Rachel, wait, wait|rachel wait wait
Rachel|1|No, you wait|no you wait
Rachel|1|This is ridiculous|this is ridiculous
Chandler|4|Can I just say one thing|can i just say one thing
Rachel|1|What|what
Rachel|1|What|what
Chandler|4|That's a relatively open weave and I can still see your|that is a relatively open weave and i can still see your
Chandler|4|nipular areas|nipular areas
Rachel|1|Oh|oh
Phoebe|5|Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things|oh honey honey tell them the story about your patient who thinks things are like other things
Phoebe|5|Y'know|yknow
Phoebe|5|Like, the phone rings and she takes a shower|like the phone rings and she takes a shower
Roger|0|That's pretty much it|that is pretty much it
Phoebe|5|Oops|oops
Roger|0|But you tell it really well, sweetie|but you tell it really well sweetie
Phoebe|5|Thanks|thanks
Phoebe|5|Okay, now go away so we can talk about you|okay now go away so we can talk about you
Roger|0|Okay|okay
Roger|0|I'll miss you|i will miss you
Phoebe|5|Isn't he great|is not he great
Rachel|1|He's so cute|he is so cute
Rachel|1|And he seems to like you so much|and he seems to like you so much
Phoebe|5|I know, I know|i know i know
Phoebe|5|So sweet|so sweet
Phoebe|5|and so complicated|and so complicated
Phoebe|5|And for a shrink, he's not too shrinky, y'know|and for a shrink he is not too shrinky yknow
Monica|2|So, you think you'll do it on his couch|so you think you will do it on his couch
Phoebe|5|Oh, I don't know, I don't know|oh i do not know i do not know
Phoebe|5|I think that's a little weird, y'know|i think that is a little weird yknow
Phoebe|5|Vinyl|vinyl
Rachel|1|Okaaay|okaaay
Rachel|1|Any of you guys want anything else|any of you guys want anything else
Chandler|4|Oh, yes, could I have one of those|oh yes could i have one of those
Rachel|1|No, I'm sorry, we're all out of those|no i am sorry we are all out of those
Rachel|1|Anybody else|anybody else
Chandler|4|Okay|okay
Roger|0|Did I, uh, did I miss something|did i uh did i miss something
Chandler|4|No, she's still upset because I saw her boobies|no she is still upset because i saw her boobies
Ross|6|You what|you what
Ross|6|Wh what were you doing seeing her boobies|wh what were you doing seeing her boobies
Chandler|4|It was an accident|it was an accident
Chandler|4|Not like I was across the street with a telescope and a box of donuts|not like i was across the street with a telescope and a box of donuts
Rachel|1|Okay, okay, could we change the subject, please|okay okay could we change the subject please
Phoebe|5|Yeah, 'cause hello, these are not her boobies, these are her breasts|yeah because hello these are not her boobies these are her breasts
Rachel|1|Okay, Pheebs, I was hoping for more of a change|okay pheebs i was hoping for more of a change
Chandler|4|Y'know, I don't know why you're so embarrassed, they were very nice boobies|yknow i do not know why you are so embarrassed they were very nice boobies
Rachel|1|Nice|nice
Rachel|1|They were nice|they were nice
Rachel|1|I mean, that's it|i mean that is it
Rachel|1|I mean, mittens are nice|i mean mittens are nice
Chandler|4|Okaaay,  rock, hard place, me|okaaay rock hard place me
Roger|0|You're so funny|you are so funny
Roger|0|He's really funny|he is really funny
Roger|0|I wouldn't wanna be there when when the laughter stops|i would not wanna be there when when the laughter stops
Chandler|4|Whoah whoah, back up there, Sparky|whoah whoah back up there sparky
Chandler|4|What'd you mean by that|whatd you mean by that
Roger|0|Oh, just seems as though that maybe you have intimacy issues|oh just seems as though that maybe you have intimacy issues
Roger|0|Y'know, that you use your humour as a way of keeping people at a distance|yknow that you use your humour as a way of keeping people at a distance
Chandler|4|Huh|huh
Roger|0|I mean hey|i mean hey
Roger|0|I just met you, I don't know you from Adam|i just met you i do not know you from adam
Roger|0|Only child, right|only child right
Roger|0|Parents divorced before you hit puberty|parents divorced before you hit puberty
Chandler|4|Uhhuh, how did you know that|uhhuh how did you know that
Roger|0|It's textbook|it is textbook
Joey|3|Hey you guys|hey you guys
Joey|3|Hey, you all know my dad, right|hey you all know my dad right
Monica|2|Hey, how long are you in the city|hey how long are you in the city
Mr. Tribbiani|0|Just for a coupla days|just for a coupla days
Mr. Tribbiani|0|I got a job midtown|i got a job midtown
Mr. Tribbiani|0|I figure I'm better off staying with the kid than hauling my ass back and forth on the ferry|i figure i am better off staying with the kid than hauling my ass back and forth on the ferry
Mr. Tribbiani|0|I don't know this one|i do not know this one
Phoebe|5|Oh, this is my friend Roger|oh this is my friend roger
Roger|0|Hi|hi
Mr. Tribbiani|0|Hey, hey|hey hey
Mr. Tribbiani|0|Good to meet you, Roger|good to meet you roger
Roger|0|You too, sir|you too sir
Mr. Tribbiani|0|What happened to the, uh, puppet guy|what happened to the uh puppet guy
Joey|3|Dad, dad|dad dad
Mr. Tribbiani|0|Oh, 'scuse me|oh scuse me
Mr. Tribbiani|0|So Ross, uh, how's the wife|so ross uh how is the wife
Mr. Tribbiani|0|Off there too, uh|off there too uh
Mr. Tribbiani|0|Uh, Chandler, quick, say something funny|uh chandler quick say something funny
Mr. Tribbiani|0|Gotta go|gotta go
Mr. Tribbiani|0|I miss you too, I love you, but it's getting real late now|i miss you too i love you but it is getting real late now
Joey|3|Hey Ma|hey ma
Joey|3|Listen, I made the appointment with Dr|listen i made the appointment with dr
Joey|3|Bazida, and|bazida and
Joey|3|Excuse me|excuse me
Joey|3|Did you know this isn't Ma|did you know this is not ma
Mr. Tribbiani|0|Her name's Ronni|her names ronni
Mr. Tribbiani|0|She's a pet mortician|she is a pet mortician
Joey|3|Sure|sure
Joey|3|So how long you been|so how long you been
Mr. Tribbiani|0|Remember when you were a little kid, I used to take you to the navy yard and show you the big ships|remember when you were a little kid i used to take you to the navy yard and show you the big ships
Joey|3|Since then|since then
Mr. Tribbiani|0|No, it's only been six years|no it is only been six years
Mr. Tribbiani|0|I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy|i just wanted to put a nice memory in your head so you would know that i was not always such a terrible guy
Mr. Tribbiani|0|Joe|joe
Mr. Tribbiani|0|Y'ever been in love|yever been in love
Joey|3|I d'know|i dknow
Mr. Tribbiani|0|Then y'haven't|then yhave not
Mr. Tribbiani|0|You're burning your tomatoes|you are burning your tomatoes
Joey|3|You're one to talk|you are one to talk
Mr. Tribbiani|0|Joe, your dad's in love big time|joe your dads in love big time
Mr. Tribbiani|0|And the worst part of it is, it's with two different women|and the worst part of it is it is with two different women
Joey|3|Oh man|oh man
Joey|3|Please tell me one of 'em is Ma|please tell me one of em is ma
Mr. Tribbiani|0|Of course, course one of 'em's Ma|of course course one of ems ma
Mr. Tribbiani|0|What's the matter with you|what is the matter with you
Joey|3|It's like if you woke up one day and found out your dad was leading this double life|it is like if you woke up one day and found out your dad was leading this double life
Joey|3|He's like actually some spy, working for the C|he is like actually some spy working for the c
Joey|3|I|i
Joey|3|A|a
Joey|3|That'd be cool|that would be cool
Joey|3|This blows|this blows
Rachel|1|I know, I mean, why can't parents just stay parents|i know i mean why cannot parents just stay parents
Rachel|1|Why do they have to become people|why do they have to become people
Rachel|1|Why do they have|why do they have
Rachel|1|Why can't you stop staring at my breasts|why cannot you stop staring at my breasts
Chandler|4|What|what
Chandler|4|What|what
Rachel|1|Did you not get a good enough look the other day|did you not get a good enough look the other day
Ross|6|Alright, alright|alright alright
Ross|6|We're all adults here, there's only one way to resolve this|we are all adults here there is only one way to resolve this
Ross|6|Since you saw her boobies, I think, uh, you're gonna have to show her your peepee|since you saw her boobies i think uh you are gonna have to show her your peepee
Chandler|4|Y'know, I don't see that happening|yknow i do not see that happening
Rachel|1|C'mon, he's right|cmon he is right
Rachel|1|Tit for tat|tit for tat
Chandler|4|Well I'm not showing you my 'tat|well i am not showing you my tat
Chandler|4|'|
Monica|2|Hello|hello
Phoebe|5|It's Phoebe|it is phoebe
Roger|0|And Rog|and rog
Monica|2|C'mon up|cmon up
Chandler|4|Oh, good|oh good
Chandler|4|Rog is here|rog is here
Joey|3|What's the matter with Rog|what is the matter with rog
Ross|6|Yeah|yeah
Chandler|4|Oh, it's nothing, it's a little thing|oh it is nothing it is a little thing
Chandler|4|I hate that guy|i hate that guy
Ross|6|What, so he was a little analytical|what so he was a little analytical
Ross|6|That's what he does, y'know|that is what he does yknow
Ross|6|C'mon, he's not that bad|cmon he is not that bad
Ross|6|Y'see, that's where you're wrong|ysee that is where you are wrong
Ross|6|Why would I marry her if I thought on any level thatthat she was a lesbian|why would i marry her if i thought on any level thatthat she was a lesbian
Roger|0|I dunno|i dunno
Roger|0|Maybe you wanted your marriage to fail|maybe you wanted your marriage to fail
Ross|6|Why|why
Ross|6|Why would I why|why would i why
Ross|6|Why|why
Ross|6|Why|why
Ross|6|Why|why
Roger|0|I don't know|i do not know
Roger|0|Maybe maybe low self-esteem, maybe maybe to compensate for overshadowing a sibling, maybe you|maybe maybe low self esteem maybe maybe to compensate for overshadowing a sibling maybe you
Monica|2|Wait-wait, go back to that sibling thing|wait wait go back to that sibling thing
Roger|0|Well, I don't know|well i do not know
Roger|0|I mean, it's conceivable that you wanted to sabotage your marriage so that the sibling would feel less of a failure in the eyes of the parents|i mean it is conceivable that you wanted to sabotage your marriage so that the sibling would feel less of a failure in the eyes of the parents
Ross|6|That that's ridiculous|that that is ridiculous
Ross|6|I don't feel guilty for her failures|i do not feel guilty for her failures
Monica|2|Oh|oh
Monica|2|So you think I'm a failure|so you think i am a failure
Phoebe|5|Isn't he good|is not he good
Ross|6|Nonono, thatthat's not what I was saying|nonono thatthat is not what i was saying
Monica|2|Y'know, all these years, I thought you were on my side|yknow all these years i thought you were on my side
Monica|2|But maybe what you were doing was sucking up to Mom and Dad so they'd keep liking you better|but maybe what you were doing was sucking up to mom and dad so they would keep liking you better
Ross|6|Hey, I married a lesbian to make you look good|hey i married a lesbian to make you look good
Rachel|1|You're right|you are right
Rachel|1|I mean you're right|i mean you are right
Rachel|1|It wasn't just the Weebles, but it was the Weeble Play Palace, and and the Weebles' Cruise Ship|it was not just the weebles but it was the weeble play palace and and the weebles cruise ship
Rachel|1|Oh, which had this little lifeboat for the Weebles to wobble in|oh which had this little lifeboat for the weebles to wobble in
Roger|0|That's tough|that is tough
Roger|0|Tough stuff|tough stuff
Roger|0|C'mon, Pheebs, we're gonna catch that movie, we gotta get going|cmon pheebs we are gonna catch that movie we gotta get going
Phoebe|5|Oh, okay|oh okay
Phoebe|5|Feel better, Rachel, 'kay|feel better rachel kay
Roger|0|Geez, we're gonna be late, sweetie|geez we are gonna be late sweetie
Phoebe|5|Oh, okay|oh okay
Phoebe|5|Listen, thanks for everything, Mon|listen thanks for everything mon
Monica|2|You're welcome|you are welcome
Roger|0|Listen guys, it was great seeing you again|listen guys it was great seeing you again
Roger|0|Mon, um, easy on those cookies, okay|mon um easy on those cookies okay
Roger|0|Remember, they're just food, they're not love|remember they are just food they are not love
Monica|2|Hate that guy|hate that guy
Joey|3|Night, you guys|night you guys
Chandler|4|Oh look, it's the woman we ordered|oh look it is the woman we ordered
Joey|3|Hey|hey
Joey|3|Can, uh, can we help you|can uh can we help you
Ronni|0|Oh, no thanks, I'm just waiting for, uh, Joey Tribbiani|oh no thanks i am just waiting for uh joey tribbiani
Joey|3|I'm Joey Tribbiani|i am joey tribbiani
Ronni|0|Oh no, not you, big Joey|oh no not you big joey
Ronni|0|Oh my God, you're so much cuter than your pictures|oh my god you are so much cuter than your pictures
Ronni|0|I-I'm, I'm Ronni|i i am i am ronni
Ronni|0|Cheese Nip|cheese nip
Chandler|4|Uh, Joey's having an embolism, but I'd go for a Nip, y'know|uh joeys having an embolism but i would go for a nip yknow
Ronni|0|Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping|now ysee most people when their pets pass on they want em sorta laid out like they are sleeping
