char_name|char_id|unprocessed_line|processed_line
Monica|2|Would you let it go|would you let it go
Monica|2|It's not that big a deal|it is not that big a deal
Ross|6|Not that big a deal|not that big a deal
Ross|6|It's amazing|it is amazing
Ross|6|Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve|ok you just reach in there there is one little maneuver and bam a bra right out the sleeve
Ross|6|All right, as far as I'm concerned, there is nothing a guy can do that even comes close|all right as far as i am concerned there is nothing a guy can do that even comes close
Ross|6|Am I right|am i right
Rachel|1|Come on|come on
Rachel|1|You guys can pee standing up|you guys can pee standing up
Chandler|4|We can|we can
Chandler|4|All right, I'm tryin' that|all right i am tryin that
Joey|3|Ok, you know what blows my mind|ok you know what blows my mind
Joey|3|Women can see breasts any time they want|women can see breasts any time they want
Joey|3|You just look down and there they are|you just look down and there they are
Joey|3|How you get any work done is beyond me|how you get any work done is beyond me
Phoebe|5|Oh, ok, you know what I don't get|oh ok you know what i do not get
Phoebe|5|The way guys can do so many mean things, and then not even care|the way guys can do so many mean things and then not even care
Ross|6|Multiple orgasms|multiple orgasms
Chandler|4|So, Saturday night, the big night, date night, Saturday night, Sat-ur-day night|so saturday night the big night date night saturday night sat ur day night
Joey|3|No plans, huh|no plans huh
Chandler|4|Not a one|not a one
Ross|6|Not even, say, breaking up with Janice|not even say breaking up with janice
Chandler|4|Oh, right, right, shut up|oh right right shut up
Monica|2|Chandler, nobody likes breaking up with someone|chandler nobody likes breaking up with someone
Monica|2|You just gotta do it|you just gotta do it
Chandler|4|No, I know, but it's just so hard, you know|no i know but it is just so hard you know
Chandler|4|I mean, you're sitting there with her, she has no idea what's happening, and then you finally get up the courage to do it, and there's the horrible awkward moment when you've handed her the note|i mean you are sitting there with her she has no idea what is happening and then you finally get up the courage to do it and there is the horrible awkward moment when you have handed her the note
Joey|3|Why do you have to break up with her|why do you have to break up with her
Joey|3|Be a man, just stop calling|be a man just stop calling
Phoebe|5|You know, if you want, I'll do it with you|you know if you want i will do it with you
Chandler|4|Oh, thanks, but I think she'd feel like we're gangin' up on her|oh thanks but i think she would feel like we are gangin up on her
Phoebe|5|No, I mean you break up with Janice and I'll break up with Tony|no i mean you break up with janice and i will break up with tony
Ross|6|Tony|tony
Monica|2|Oh, you're breaking up with Tony|oh you are breaking up with tony
Phoebe|5|Yeah, I know, he's sweet, but it's just not fun anymore, you know|yeah i know he is sweet but it is just not fun anymore you know
