Chandler|4|Dehydrated Japanese noodles under fluorescent lights|dehydrated japanese noodles under fluorescent lights
Chandler|4|does it get better than this|does it get better than this
Shelley|0|Question|question
Shelley|0|You're not dating anybody, are you, because I met somebody who would be perfect for you|you are not dating anybody are you because i met somebody who would be perfect for you
Chandler|4|Ah, y'see, perfect might be a problem|ah ysee perfect might be a problem
Chandler|4|Had you said 'co-dependent', or 'self-destructive'|had you said co dependent or self destructive
Shelley|0|Do you want a date Saturday|do you want a date saturday
Chandler|4|Yes please|yes please
Shelley|0|Okay|okay
Shelley|0|He's cute, he's funny, he's-|he is cute he is funny he is
Chandler|4|He's a he|he is a he
Shelley|0|Well yeah|well yeah
Shelley|0|Oh God|oh god
Shelley|0|I- just- I thought- Good, Shelley|i just i thought good shelley
Shelley|0|I'm just gonna go flush myself down the toilet now|i am just gonna go flush myself down the toilet now
Shelley|0|Okay, goodbye|okay goodbye
Chandler|4|Couldn't enjoy a cup of noodles after that|could not enjoy a cup of noodles after that
Chandler|4|I mean, is that ridiculous|i mean is that ridiculous
Chandler|4|Can you believe she actually thought that|can you believe she actually thought that
Rachel|1|Um|um
Rachel|1|yeah|yeah
Rachel|1|Well, I mean, when I first met you, y'know, I thought maybe, possibly, you might be|well i mean when i first met you yknow i thought maybe possibly you might be
Chandler|4|You did|you did
Rachel|1|Yeah, but then you spent Phoebe's entire birthday party talking to my breasts, so then I figured maybe not|yeah but then you spent phoebes entire birthday party talking to my breasts so then i figured maybe not
Chandler|4|Huh|huh
Chandler|4|Did, uh|did uh
Chandler|4|any of the rest of you guys think that when you first met me|any of the rest of you guys think that when you first met me
Monica|2|I did|i did
Phoebe|5|Yeah, I think so, yeah|yeah i think so yeah
Joey|3|Not me|not me
Ross|6|Nono, me neither|nono me neither
Ross|6|Although, uh, y'know, back in college, Susan Sallidor did|although uh yknow back in college susan sallidor did
Chandler|4|You're kidding|you are kidding
Chandler|4|Did you tell her I wasn't|did you tell her i was not
Ross|6|No|no
Ross|6|No, it's just 'cause, uh, I kinda wanted to go out with her too, so I told her, actually, you were seeing Bernie Spellman|no it is just because uh i kinda wanted to go out with her too so i told her actually you were seeing bernie spellman
Ross|6|who also liked her, so|who also liked her so
Chandler|4|Well, this is fascinating|well this is fascinating
Chandler|4|So, uh, what is it about me|so uh what is it about me
Phoebe|5|I dunno, 'cause you're smart, you're funny|i dunno because you are smart you are funny
Chandler|4|Ross is smart and funny, d'you ever think that about him|ross is smart and funny dyou ever think that about him
Chandler|4|WHAT IS IT|what is it
Monica|2|Okay, I-I d'know, you-you just- you have a quality|okay i i dknow you you just you have a quality
Chandler|4|Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this|oh oh a quality good because i was worried you guys were gonna be vague about this
Monica|2|Hello|hello
Monica|2|Hello|hello
Monica|2|Oh|oh
Monica|2|Rachel, it's Paolo calling from Rome|rachel it is paolo calling from rome
Rachel|1|Oh my God|oh my god
Rachel|1|Calling from Rome|calling from rome
Rachel|1|Bon giorno, caro mio|bon giorno caro mio
Ross|6|So he's calling from Rome|so he is calling from rome
Ross|6|I could do that|i could do that
Ross|6|Just gotta go to Rome|just gotta go to rome
Rachel|1|Monica, your dad just beeped in, but can you make it quick|monica your dad just beeped in but can you make it quick
Rachel|1|Talking to Rome|talking to rome
Rachel|1|I'm talking to Rome|i am talking to rome
Monica|2|Hey dad, what's up|hey dad what is up
Monica|2|Oh God|oh god
Monica|2|Ross, it's Nana|ross it is nana
Ross|6|So, uh, how's she doing|so uh how is she doing
Aunt Lillian|0|The doctor says it's a matter of hours|the doctor says it is a matter of hours
Monica|2|How-how are you, Mom|how how are you mom
