Chandler|
Monica|
Ross|
Rachel|
Rachel|
Monica| Whoa!
Chandler| Oh my God!
Joey|  Come on Pheebs! Hurry! Hurry! Hurry! Hurry!
Phoebe| Okay! Okay! Okay! 
Chandler| Oh my God!! Is everybody getting married?!!
Attendant|  N-No running in the chapel!
Phoebe|  Hey! Don’t you give me any of your—Hey! 
Chandler| Hey!
Joey| Hey!
Monica| What are you guys doing here?
Joey| Ross and Rachel left us a message saying they were getting married! Isn’t that why you guys are here?
Chandler| Yes! Well that-yes.
Monica| Why else would we be here?
Joey| Well! What happened?! Did we miss it?
Chandler| We actually missed it.
Phoebe| Well, maybe you wouldn’t have had you  run in the chapel!
Monica| This is insane!
Phoebe| What’s the big deal, y’know? It’s not like it’s a real marriage.
Chandler| What?!
Phoebe| Yeah, if you get married in Vegas, you’re only married in Vegas.
Monica| What are you talking about? If you get married in Vegas you’re married everywhere.
Phoebe|  Really?! 
Monica| Yeah!
Phoebe| Oh my God!—Eh! Well…
Rachel| Ohhh! 
Ross| Why are we in bed together?
Rachel| I don’t know. Do-do you have any clothes on?
Ross|  Yeah.
Rachel| Really?!
Ross| No! But we-we didn’t have…sex-uh, did we? I mean, I don’t remember much about last night, it was such a blur.
Rachel| Oh! I remember laughing! I laughed a lot.
Ross| And we didn’t have sex. 
Rachel| Ohh, I mean, we were really drunk. I’m just glad we didn’t do anything stupid.
Ross|  Tell me about it. 
Joey| Mornin’ Pheebs.  Well, my movie has officially been canceled.
Phoebe| Oh Joey, I’m so sorry. You want some of my breakfast?
Joey| Nah, I’m too depressed to eat. I’ll probably eat in like 5 minutes. So I guess I’ll just fly home with you guys, what time’s your flight?
Phoebe| What about my cab?
Joey| I don’t need that anymore.
Phoebe| No, Joey! You borrowed my cab; you have to drive it back.
Joey| I don’t want to drive all the way back by myself, I get so lonely.  Oh—ooh! How about you come with me?
Phoebe| I don’t know, it’s such a long trip.
Joey| It’ll be great! We-we could talk, and play games! Huh? This could be our chance to like renew our friendship.
Phoebe| Are you asking me to have a frenaissance?
Joey| Sure?
Phoebe| All right. Although I don’t think we need one, I never stopped loving you.
Chandler| Hi!
Joey| Hey.
Monica| Hey.
Chandler| So, has anyone talked to Dr. and Mrs. Geller yet?
