Chandler|  Eh..., I don’t, I don’t know.
Rachel| What?
Chandler| Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?
Gunther| Rachel?
Rachel| Yeah.
Gunther| Do you remember when you first came here, how you spent two weeks getting trained by another waitress?
Rachel| Oh, sure! Do you need me to train somebody new?
Gunther|  Good one. Actually, ah, Terry wants you to take the training again, whenever.
Rachel|  Eh, do you believe that?
Chandler|  Yeah?
Sarah| So that’s two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you. 
Ross| Just admit it Chandler, you have no backhand.
Chandler| Excuse me little one, I have a very solid backhand.
Ross| Shielding your face and shrieking like a girl... is not a backhand.
Chandler| I was shrieking... like a Marine.
Ross| All right here. Watch me execute the three ‘P’s of championship play. Power.  Precision.  and penache. 
Monica| You broke a little girl’s leg?!!
Ross| I know. I feel horrible. Okay.
Chandler|  Says here that a muppet got whacked on Seasame Street last night.  Where exactly were around ten-ish?
Ross| Well, I’m gonna go see her. I want to bring her something, what do you think she’ll like?
Monica| Maybe a Hello Kitty doll, the ability to walk...
Rachel| I’m gonna get back to retraining. 
Ross| All right, see you guys. 
Chandler| Look out kids, he’s coming! 
Joey| And I gotta go sell some Christmas trees.
Phoebe| Have fun. Oh wait, no, don’t! I forgot I am totally against that now.
Joey| What? Me having a job?
Phoebe| No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights.  Hey, how do you sleep at night?
Joey| Well, I’m pretty tired from lugging the trees around all day. Hey, Phoebe listen, you got this all wrong. Those trees were born to be Christmas trees, their fulfilling their life purpose, by, by making people happy.
Phoebe| Really?
Chandler| Yes. Yes, and ah, ah, the trees are happy too, because for most of them, it’s the only chance to see New York.
Gunther| ...and after you’ve delivered the drinks, you take the empty tray....
Rachel| Gunther, Gunther, please, I’ve worked here for two and a half years, I know the empty trays go over there. 
Gunther| What if you put them here. 
Rachel| Huh. Well, y'know that’s actually a really good idea, because that way they’ll be closer to the mugs. Y'know what, you should have the other waitresses do that too.
Gunther| They already do. That’s why they call it the ‘tray spot.’
Rachel| Gee, I always heard them talk about that, I just always thought that it was a club they went to. Oh God, I’m, I’m sorry. 
Gunther| It’s all right. Sweetheart.
Ross| So, this must be kinda neat for ya, huh? I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don’t have to sell those cookies anymore. 
Sarah| Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle.
Ross| Wow, you ah, you really like all this space stuff, huh?
Sarah| Yeah. My Dad says if I spend as much time helping him clean apartments, as I do daydreaming about outer space, he’d be able to afford a trip to the Taj Mahal.
Ross| I think you would have to clean a whole lot of apartments to go all the way to India.
Sarah| No. The one in Atlantic City, Dad loves the slots. He says he’s gonna double the college money my Grandma left me.
Ross| Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win?
Sarah| The girl who won last year sold four hundred and seventy-five.
Ross| Yeah.
Sarah| So far, I’ve sold seventy-five.
Ross| Four hundred, huh? Well, that sounds do-able.  How much are the boxes?
Sarah| Five dollars a box.
Ross|  And what is second prize?
Sarah| A ten speed bike. But, I’d rather have something my Dad couldn’t sell.
Ross| Well, that makes sense.
Sarah| Could you do me one favor, if it’s not too much trouble?
Ross| Yeah, Sarah, anything.
Sarah| Could you pull open the curtains for me? The astronauts from the space shuttle are gonna be on the news, and since we don’t have a TV, the lady across the alley said she’d push hers up to a window, so I could watch it.
Woman|  Yesss?
Ross| Hi, I’m selling Brown Bird cookies.
Woman| You’re no Brown Bird, I can see you through my peephole.
Ross| No, hi, I’m, I’m an honorary Brown Bird 
Woman| What does that mean?
Ross| Ah, well, it means that I can sell cookies, but I’m not invited to sleep-overs.
Woman| I can dial 9-1-1 at the touch of a button, y'know. Now, go away!
Ross| No, please, please, um, it’s for a poor little girl who wants to go to Spacecamp more than anything in the world.
Woman| I’m pressing, a policeman is on his way.
Ross| Okay, okay! I’m going. I’m going. 
Woman| I can still see you!
Ross| All right!!
Phoebe|  Hey.
Joey| Hey. What, what are you doing here?
Phoebe| Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah,  oh, but oh...
Joey| Look now, Phoebe remember, hey, their just fulfilling their Christmas....
Phoebe| Destiny.
Joey| Sure.
Phoebe| Yes.
Joey| All right.
Phoebe| Okay.  Yikes! That one doesn’t look very fulfilled.
Joey| Oh, that’s, that’s ah, one of the old ones, he’s just taking it to the back.
Phoebe| You keep the old ones in the back, that is so ageist.
Joey| Well we have to make room for the fresh ones.
Phoebe| So, what happens to the old guys?
Joey| Well, they go into the chipper.
Phoebe| Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!! 
Joey|  Hey! Hey!! 
Ross| ...and these come in the shapes of your favourite Christmas characters, Santa, Rudolph, and Baby Jesus.
Joey| All right, I’ll take a box of the cream filled Jesus’s.
Ross| Wait a minute, one box! Come on, I’m trying to send a little girl to Spacecamp, I’m putting you down for five boxes. Chandler, what about you?
Chandler| Ahh, do you have any coconut flavoured deities?
Ross| No, but ah, there’s coconut in the Hanukkah Menoreoes. I tell you what, I’ll put you down for eight boxes, one for each night.
Ross| Mon?
Monica| All right, I’ll take one box of the mint treasures, just one, and that’s it. I-I started gaining weight after I joined the Brown Birds.  Remember, how Dad bought all my boxes and I ate them all?
Ross| Ah, no Mon, Dad had to buy everyone of your boxes because you ate them all. But ah, y'know I’m sure that’s not gonna happen this time, why don’t I put you down for three of the mint treasures and just a couple of the Rudolph’s.
Monica| No.
Ross| Oh, come on, now you know you want ‘em.
Monica| Don’t, don’t, don’t, don’t, don’t do this.
Ross| I’ll tell you what Mon, I’ll give you the first box for free.
Monica|  Oh God! I gotta go! 
Ross| Come on! All the cool kids are eating ‘em! 
Gunther| And when you have a second later, I wanna show you why we don’t just trap spiders under coffee mugs and leave them there.
Rachel|  I’m training to be better at a job that I hate, my life officially sucks.
Joey| Look Rach, wasn’t this supposed to a temporary thing? I thought you wanted to do fashion stuff?
Rachel| Well, yeah! I’m still pursuing that.
Chandler| How... exactly are you pursuing that? Y'know other than sending out resumes like what, two years ago?
Rachel| Well, I’m also sending out.... good thoughts.
Joey| If you ask me, as long as you got this job, you’ve got nothing pushing you to get another one. You need the fear.
Rachel| The fear?
Chandler| He’s right, if you quit this job, you then have motivation to go after a job you really want.
Rachel| Well then how come you’re still at a job that you hate, I mean why don’t you quit and get ‘the fear’?
Chandler| Because, I’m too afraid.
Rachel| I don’t know, I mean I would give anything to work for a designer, y'know, or a buyer.... Oh, I just don’t want to be 30 and still work here.
Chandler| Yeah, that’d be much worse than being 28, and still working here.
Gunther| Rachel?
Rachel| Yeah.
Gunther| Remind me to review with you which pot is decaf and which is regular.
Rachel| Can’t I just look at the handles on them?
Gunther| You would think.
Rachel| Okay, fine. Gunther, y'know what, I am a terrible waitress, do you know why I’m a terrible waitress? Because, I don’t care. I don’t care. I don’t care which pot is regular and which pot is decaf, I don’t care where the tray spot is, I just don’t care, this is not what I want to do. So I don’t think I should do it anymore. I’m gonna give you my weeks notice.
Gunther| What?!
Rachel| Gunther, I quit.
Chandler|  Does this mean we’re gonna have to start paying for coffee? 
Ross| ....and 12, 22, 18, four...  What?
Chandler| I spelled out boobies.
Monica|  Ross, but me down for another box of the mint treasures, okay. Where, where are the mint treasures?
Ross| Ah, we’re out. I sold them all.
Monica| What?
Ross| Monica, I’m cutting you off.
Monica| No. No, just, just, just a couple more boxes. It-it-it’s no big deal, all right, I’m-I’m cool. You gotta help me out with a couple more boxes!
Ross| Mon, look at yourself. You have cookie on your neck.
Monica|  Oh God! 
Chandler| So, how many have you sold so far?
Ross| Check this out. Five hundred and seventeen boxes!
Chandler| Oh my God, how did you do that?
Ross| Okay, the other night I was leaving the museum just as ‘Laser Floyd’ was letting out of the planetarium, without even trying I sold 50 boxes! That’s when it occurred to me, the key to my success, ‘the munchies.’ So I ah, started hitting the NYU dorms around midnight. I am selling cookies by the case. They call me: 'Cookie Dude!'
Rachel|  Okay, stop what you’re doing, I need envelope stuffers, I need stamp lickers.....
Ross| Well hey, who did these resumes for ya?
Chandler| Me! On my computer.
Ross| Well you sure used a large font.
Chandler| Eh, yeah, well ah, waitress at a coffee shop and cheer squad co-captain only took up so much room.
Rachel| Hey-hey-hey that’s funny! Your funny Chandler! Your a funny guy! You wanna know what else is really funny?!
Chandler| Something else I might have said?
Rachel| I don’t know, I don’t know, weren’t you the guy that told me to quit my job when I had absolutely nothing else to do. Ha! Ha! Ha! Ha! Ha!!
Ross| Sweetie, calm down, it’s gonna be okay.
Rachel| No, it’s not gonna be okay Ross, tomorrow is my last day, and I don’t have a lead. Okay, y'know what, I’m just gonna, I’m just gonna call Gunther and I’m gonna tell him, I’m not quitting.
Chandler| You-you-you don’t wanna give into the fear.
Rachel| You and your stupid fear. I hate your fear. I would like to take you and your fear.... 
Joey|  Hey! I got great news!
Chandler| Run, Joey! Run for your life! 
Joey| What? Rachel, listen, have you ever heard of Fortunata Fashions?
Rachel| No.
