Joey|Joey| I'm tellin' ya that girl totally winked at me.
All|Other| Did not, she did not wink at you....
Chandler|Chandler| Huh. 
Ross|Ross| I have to say Tupolo Honey by Van Morrison.
Rachel|Rachel| Nooo Way! The most romantic song ever is The Way We Were.
Phoebe|Phoebe| See, I-I think that one that Elton John wrote for, um, that guy on Who's The Boss.
Rachel|Rachel| What song was that, Pheebs?
Phoebe|Phoebe| Hold me close, young Tony Dan-za.
Phoebe|Phoebe| Hi Monica!
Ross|Ross| Hey Mon!
Rachel|Rachel| Hey Mon!
Phoebe|Phoebe| Oh my God, has she slept at all?
Ross|Ross| Nope.
Rachel|Rachel| No, it's been three nights in a row.
Ross|Ross| Yeah, she finally stopped crying yesterday, but then she found one of Richard's cigar butts out on the terrace, so.
Phoebe|Phoebe| Oh, okay that explains it. I got a call at two in the morning, but all I could hear was, like, this high squeaky sound, so I thought okay its like a mouse or a opossum. But then I realized where would a mouse or a opossum get the money to make the phone call.
Chandler|Chandler| Morning.
Joey|Joey| Morning, hey, you made pancakes?
Chandler|Chandler| Yeah, like there's any way I could ever do that.
Janice|Other|  Monica and Rachel had syrup, now I can get my man to cheer up.  Good morning Joey.
Joey|Joey|  Good morning.
Chandler|Chandler| Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me.
Janice|Other| Oh, I wish. Look, honey, you have that report to finish, and I gotta go see my lawyer. 
Chandler|Chandler| I can not believe that I am going out with someone that is getting divorced. I'm such a grown up.
Janice|Other|  I-I-I gotta go, I gotta go. Okay, not without a kiss.
Chandler|Chandler| Well, maybe I won't kiss you, and then you'll have to stay.
Joey|Joey|  Kiss her! Kiss her!
Janice|Other| I'll see you later, sweetie. Bye Joey.
Joey|Joey| B-bye Janice. So when ya' dumpin' her.
Chandler|Chandler| Nope, not this time.
Joey|Joey| Come on, quite yankin' me.
Chandler|Chandler| I'm not yanking you.
Joey|Joey| This is Janice.
Chandler|Chandler| Yeah, I know. She makes me happy.
Joey|Joey| Okay. All right. You look me in the eye and tell me, without blinking, that you're not breaking up with her. No blinking.
Chandler|Chandler|  I'm not breaking up with her! 
Monica|Monica| God, look what I found in the drain.
Rachel|Rachel| What?!
Monica|Monica| It's some of Richard's hair!  What do I do with this?
Ross|Ross| Getting it away from me would be job one.
