Ross| Happy birthday!!!
Monica| Happy birthday!!!
All| Rach! Come on! Rach!
Monica| It’s your birthday!
Tag|  Hey.
Chandler|  She’s not as pretty as she was when she was 29.
Tag| Ms. Green would like to establish some ground rules before she comes out. She would appreciate it if you don’t use the words old or downhill or  they still look pretty damn good. 
Joey| They do!
Phoebe| Rachel! Come on out! Monica made breakfast!
Monica| Chocolate-chip pancakes!
Ross| We’ve got presents!
Rachel| Good ones?
Monica| They all came from the list you handed out to us two weeks ago.
Rachel| Well, can I keep the presents and still be 29?
Joey| Come on Rach! Look, turning thirty is not that big a deal.
Ross| Oh really. Is that how you felt when you turned thirty?
Joey|  Why God?!! Why?!! We had a deal!! Let the others grow old! Not me!! 
Rachel| Y’know, I’m still 29 in Guam.
Ross| Hey, 30 is not that old! Do you know how old the Earth is?
Rachel| Late thirties? Oh come on you guys! Is it just me? Am I overreacting to this?
Chandler| No Rach, it’s not just you. My thirtieth birthday certainly wasn’t that much fun.
Joey|  And now Chandler! We’re all gettin’ so old!  Why are you doing this to us?! 
Monica| Rach, you’re in a great place in your life. Come on, you’ve got a great job! Good friends…
Joey| Yeah, you’re roommate is a soap opera star.
Rachel| Look, y’know I know my life’s going pretty well, but I look around and I just see so many people who’ve accomplished so many other goals by the time they’re thirty.
Phoebe| Yeah, but you shouldn’t compare yourself to me.
All| Come on Phoebe! You can do it Phoebe! Come on!
Rachel| There you go!
Phoebe| I did it! One mile on a hippity-hop! That’s it!! That’s everything I wanted to do before I was thirty. Oh, except I wanted to patch things up with my sister. But oh well. Yay!!  And-and girls this thing is a Godsend if you know what I mean. 
Rachel| Thirty. Ugh, I mean thirty! Monica, do you remember mean, old Mrs. Kreeger in the fifth grade? She was thirty!
Tag| Come on, let’s have some fun. Huh?  What do you want to do today?
Rachel| Nothing. I don’t want to do anything.
Monica| Well, doing nothing on your thirtieth is better than doing something stupid, like Ross.
Ross| Hey! That was a practical purchase! I needed that car for transportation! Okay? I-I have a child!
Ross| How hot do I look in this, huh?!
Chandler| Ross, a sports car? Wouldn’t it have been cheaper to just stuff a sock down there?
Ross| That’s not what this is about okay? I-I am a sports car enthusiast. I have always been into cars.
Joey| Hey, what’s the horsepower on this thing?
Ross|  I don’t know, but-but look how shiny!
Monica| I can’t believe you bought this.
Rachel| Really! God Ross, what were you thinking?  I know it’s really shallow, but a part of me wants him again.
Phoebe| Oh, well get in line missy.  So, can I have a ride stud?
Ross| Hop in.  Get ready for the smoothest ride of your life. 
Ross| Damnit! 
Phoebe|  Okay, who’s next?
Rachel| Y’know what? I am going to do something today. I’m not just gonna sit around like some old lady. I’m gonna get something pierced. Like my uh, like my nose or my tongue or something.
Phoebe| Really?! ‘Cause y’know that hurts.
Rachel| So what?! Y’know what? The way I see it——Ow! Son of a bitch!!
Tag| Look Rachel, I know what you’re going through. I’m totally freaked about turning 25.
Rachel|  Get out, get out of my apartment. 
Monica| All right Rach, for what it’s worth, I think that you’re doing great. I mean y’know let’s face it, no one handles this well.
Phoebe| Least of all you.
Tag| Why? What you’d do?
Monica| Weren’t you asked to leave sonny?
Chandler|  Would you put that back on?! Monica’s gonna be here any minute!
Joey| But it hurt’s my Joey’s Apple.
Chandler|  Okay, for the last time. It’s not named for each individual man.
Mrs. Geller|  You’ve done a wonderful job with this party Chandler. Everything looks so lovely.
Chandler| Oh well, not as lovely as you. I mean, I can’t believe that you would have a thirty-year-old daughter!  And you! I can’t believe that you would have a tux that’s thirty years old! 
Mr. Geller| It’s older than that. Ross was actually conceived right near this tuxedo.
Chandler| Ohh! 
Rachel|  Hey! Everybody hide! Hide! I saw her! She’s coming!
Chandler| Okay! Okay! Everybody down! Everybody down! 
Mr. Geller| Crap.
Chandler|  Okay, everybody stay here. I will find out what’s going on.
Monica| Heyyy!! You got the door open!! 
Chandler| Hey-hey are you drunk?
Monica| Nooo!  Okay.  Whoa!  Okay. See I was, I was a little nervous about turning  thirty.  So the bus boys took me out for some drinks.  I wanna puke on you later!
Chandler| Okay, here is the thing. We have thrown a very formal surprise party for you in there! All of your friends are in there and your parents!
Monica| Noo!!!
Chandler| Yes!
Monica| Noo!!
Chandler| Yes!!
Monica| Oh no! My parents have never seen me drunk!  That they know of.
Chandler| Okay, here’s the thing. We’re gonna get you some coffee and they will never know that you’re drunk.
Monica| Really?! You promise?
Chandler| Yeah, I’ll take care of it.
Monica| Okay. I love you so much. 
Chandler|  Okay we have to do something about your breath.
Monica| What about your breath?! 
Chandler| That’s still yours. Okay, now remember it’s a surprise party. So, when you go in, act surprised.
Monica| Okay. I can do that.
Chandler| Okay.
All| Surprise!!!
Ross| Okay, forward. Forward—Stop!  Okay, back—Stop!  Okay, forward—Stop! Stop! Stop!
Monica| Ross, just forget about it. This guy’s got you totally wedged in.
Woman|  Is this yours?
Joey| Well actually…
Ross| No-no-no! It’s mine! It’s-it’s mine. 
Joey| Dude, you soooo need this car.
Phoebe|  Okay. Okay, here’s what we’re gonna do. Okay, I’m gonna break into this mini-van and put it in neutral. You guys push it forward so Ross can drive out of his spot. Okay? All right, here we go.  Haul ass!!!! 
Phoebe| Happy thirtieth birthday! Here!  It’s for the child in you, and the woman. Happy thirtieth!
Ursula| Right, why do you keep saying that?
Phoebe| Because it’s our thirtieth birthday.
Ursula| Yeah, no we’re not thirty. We’re 31. Okay. 
Phoebe| Wait! 
Ursula| Oh, it’s you.
Phoebe| Yeah. What?!
Ursula| Yeah, we’re not thirty, we’re 31.
Phoebe| Nu-uh!
Ursula| Yea-huh! That’s what is says on my birth certificate.
Phoebe| You have your birth certificate?
Ursula| Yeah, I got a big box of family stuff when my mom died.
Phoebe| Our mom.
Ursula|  Right! Okay. 
Phoebe| Do you have my birth certificate?
Ursula| No, I sold it to a Swedish runaway.
Phoebe|  Oh my God! Oh my God, we are 31.
Ursula| Yeah.
Phoebe| I just lost a whole year of my life.
Ursula|  Okay.
Phoebe| Your middle name is Pamela?
Ursula| Yes.
Phoebe| Well, I never knew mine. Do you remember what it is?
Ursula| Yes! Phoebe.
Phoebe| That’s my first name.
Ursula| Right, okay, then no.
Chandler| Okay before we start the celebration, Monica has to go put on her party dress.
Monica| Yay!
Chandler| See?  Here we go. 
Mr. Geller| Happy birthday, sweetie! Give us a hug! 
Mrs. Geller|  Don’t get up Jack! The safety pins are about to blow.
Monica|  Paul!
Chandler|  Phil.
Monica| Phil!
Chandler| Now, there is a dress laid out on your bed.  Okay,  you’re doing great. You’re doing great. You’re doing fine.
Phoebe| Hey, what’s going on?
Chandler| Monica’s a little drunk.
Phoebe| Yay! I love drunk Monica!
Monica| Awwwww… 
Chandler|  Go change!  She doesn’t want her parents to know she’s drunk.
Phoebe| Ohh! All right! All right. Here’s what we’ll do, I’ll get twice as drunk as Monica and then no one’s will even notice her.
