Ross|6| Hey!
Monica|2| Hey!
Ross|6| Hey uh Mon, I saw the Porsche parked out front, can I get the keys? Thought I’d take that bad boy out for a little spin.
Rachel|1| Wait a minute!  You let Ross drive the Porsche and when I ask you, you say you’re the only one who’s allowed to drive it.
Monica|2| Yeah, well he’s my brother! And plus he drives so slow he could never hurt it.
Ross|6| It’s a car Monica! Not a rocket ship!
Monica|2| Whatever Ross! Just replace the bulbs in the brake lights after you’re done.
Joey|3|  Hey!
Ross|6| Hey!
Phoebe|5| Hey!
Joey|3| Saw the Porsche out there Mon, lookin’ good. When do I get to take that baby out again?
Rachel|1|  You let Joey drive it?!
Phoebe|5| I’ve never driven it! Okay? Not once! Okay once. Okay, I drive it all the time.
Monica|2|" Nice work everybody! So much for the y’know, ""You can drive it, but don’t tell Rachel"" plan!"
Rachel|1| Wow! I can’t believe you lied to me.
Phoebe|5| Okay, I can fix this! Okay Monica, Rachel thinks all you can talk about is the wedding. 
Monica|2| Great! Well Rachel, the reason why I won’t let you drive the Porsche is because you’re a terrible driver. There! That wasn’t about the wedding.
Ross|6| Look Rach if-if you want to go for a ride in the Porsche I’ll be glad to take you for a quick spin around the block.
Joey|3| Yeah, you got a couple hours?
Ross|6| Whew! That was a brisk ride!
Rachel|1| Take the top down did ya?
Ross|6| Only way to fly.
Rachel|1| Come on Ross give me the keys! Monica does not know what she’s talking about! I am an excellent driver!
Ross|6| You’re fast and irresponsible. That adds up to a bad driver.
Rachel|1| Well in High School, that added up to head cheerleader.
Ross|6| Did you see the look that girl just gave me? Huh? She must’ve seen me cruising in the bad boy.
Rachel|1| I think she’s checking out your beehive Ross.
Ross|6| What?!  Give-give me a brush.
Rachel|1| Gimme the keys!
Ross|6| No way!
Rachel|1| Well no brush!
Ross|6| Fine! Y’know what? It doesn’t matter, because, if I remember correctly, there is a comb on the floor of the bathroom. 
Rachel|1|  Alimony. 
Monica|2| Chandler, we still haven’t gotten an RSVP from your dad.
