Joey| Hey!
Chandler| Hey!
Monica| Hey!
Joey| What are you guys doing up?
Chandler| Oh, we wanted to finish the crossword before we went to bed. Hey, do you know a six-letter word for red?
Joey|  Dark red.
Chandler| Yeah, I think that's wrong, but there's a Connect the Dots in here for you later.  Hey, how about maroon?
Monica|  Yes, you are so smart! 
Joey| Aww, you guys are so cute!
Monica| I know.
Joey| All right, I'll see you in the morning.
Chandler|
Monica|
Dream Monica|
Dream Joey|
Dream Monica| 
Dream Joey|
Dream Monica|
Dream Joey|
Rachel|  Uhh, we still need a tip.
Phoebe| All right. Hold on.  I got it. Nickel!  How much more do we need?
Rachel| A couple of bucks.
Phoebe| Okay, dime!  You guys should probably keep talking; this could take a while.  Oh no, wait! Look it! Whoa!  Oh my God, this is a police badge!
Monica| Wow!
Chandler| Oh that's so cool! Why would a cop come in here though? They don't serve donuts.  Y'know what actually, could you discover the badge again? I think I can come up with something better than that.
Rachel| Phoebe, I bet somebody's missing that badge.
Phoebe| Yeah, I should probably take it back. Ooh, but you know what? While I'm at the police station, I could check their Ten Most Wanted lists because my friend Fritzy has been like number 11 forever, so this could be her year! 
Joey|  Hey, you guys!
Chandler| Hey!
Rachel| Hey Joey!
Monica| Hey.
Joey|  Hey. That uh, that my sweatshirt?
Monica| Oh yes, it is. I'm sorry I borrowed it, I was cold. I hope its okay?
Joey| Well uh, it's just that uh, y'know if-if you're gonna be wearing someone's sweatshirt shouldn't it be your boyfriends--and I’m not him.
Monica| I'm sorry, I'll give it back to you.
Joey| No-no! No! I mean it's gonna be all smelling like Monica!
Monica| Are you saying I smell bad?
Joey| No! No, you smell like a meadow.  I'm sorry. 
Monica| What's with him?
Chandler| Oh, y'know what? The last time Joey went to a meadow, his mother was shot by a hunter.
Rachel|  Ugh!
Ross|"  Yeah, I still don't know.  I'm sorry I just wanna make sure that I bought the right couch. I need a couch that says, ""Kids welcome here."" But that also says,  ""Come here to me!"""
Rachel| What?! You say that to kids?!!
Ross|" No! No! No! The ""Come here to me"" is y'know for the ladies."
Rachel| Ross, honey, it's a nice couch. It's not a magic couch.
The Salesman| You picked a great couch.
Ross| Yeah?
The Salesman| Yeah. Could you just sign right here please? 
Ross| Oh, sure. Whoa-whoa, what's this? The delivery charge is almost as much as the couch!
Rachel| Wait! No, that's ridiculous. Come on, he lives three blocks away!
Ross| Yeah, y'know what? I'll take it myself, thank you!  All right Rach, let's go! 
Rachel| Yeah!   Are you kiddin'?
Ross| Oh, come on it's only three blocks! And-and, it's not very heavy, try it! Come on! Come on!
Rachel|  Oh. Oh! I can do it!
Ross| Yeah!
The Salesman| You two are really gonna enjoy that couch.
Ross| Oh yeah, we're uh, yeah we're not together. 
The Salesman| Ohh, okay.  Something didn't quite add up there. 
Rachel| Ross!
Ross| What's that supposed to mean?
Rachel| Ross!
The Salesman| Well you, her, I mean, she's very…y'know. And you're like…y'know.
Ross| Not that it's any of your business, but we did go out.
The Salesman| Really? You two?
Ross| Yeah! Rach?
Rachel| Come on, I don't really want to be doing this right now. I am carrying a very heavy couch.
Ross| Then tell him quickly.
Rachel|  Fine!  We went out.
Ross| Not only did we go out, we did it 298 times!
Rachel| Ross!! Oh my--ugh!! You kept count?! You are such a loser!
Ross| A loser you did it with  298 times!
Phoebe| Oh. Oh! Ma'am? Excuse me, ma'am? 
The Smoking Woman| Yes?
Phoebe| You can't put your cigarette out on a tree!
The Smoking Woman| Yeah I can, it worked real well.
Phoebe| No but you shouldn't! Don't ever do that again.
The Smoking Woman| I won't!  Until I have my next cigarette.
Phoebe| Hold it!  N.Y.P.D! Freeze punk!
The Smoking Woman| What?!
Phoebe| Yeah that's right you are so busted.  Book 'em.
The Smoking Woman| Who are you talking too?
Phoebe| Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.
The Smoking Woman| I am not going to apologize to a tree!
Phoebe| You apologize to the tree right now or I am calling for backup.   Backup! Backup!!
The Smoking Woman| I-I'm sorry! Sorry.
Phoebe| Okay, cancel backup! Cancel backup!
Ross| Okay. 
Rachel| Ross, didn't you say that there was an elevator in here?
Ross| Uhh, yes I did but there isn't. Okay, here we go.
Ross| Okay, go left. Left! Left! 
Rachel| Okay, y'know what? There is no more left, left!
Ross| Oh okay, lift it straight up over your head! Straight up over your head! You can do it! You can do it!  Okay. You got it?
Rachel| Yeah.
Ross| Good-good-good. 
Rachel| Oh-oh! 
Ross| Yeah, you got it right? You got it right? You got it? 
Rachel| Any chance you think the couch looks good there?
Phoebe| …so this guy was all  And I'm all, Buffay, Homicide.  It was just so cool!
Monica|  Phoebe, you were supposed to take that back!
Phoebe| I know but I'm having so much fun doing good deeds.
Chandler| Okay, but impersonating a police officer is a serious thing. You could get arrested.
Phoebe| You could get arrested, right now!  All right, yeah, I gotta take it back. I'm totally drunk with power. 
Phoebe|  Hey.
Joey|  Hey!  Oh.
Chandler| Hi, Joe.
Joey| Yeah, I didn’t know you guys were going to be here.
Monica| Hey Joey, sweetie, taste this. 
Joey|  What?! Why?!
Monica| What is going on with you?
Joey| Nothing!
Chandler| Oh, come on! You've been acting strange all day!
Joey| All right! There is something. I kinda had a dream,  but I don't want to talk about it. 
Chandler| Whoa-whoa-whoa-whoa-whoa-what-what if Martin Luther King had said that?  I kinda have a dream! I don’t want to talk about it.
Joey| Well, it involved Monica.
Chandler| You had a dream about a girl that I am seeing?! Oh, that is so cool!  I can't tell you how many times I've dreamt about a girl that he was seeing.   Anyway we're talking about your dream.  I love you.  Your dream? 
Joey| Don't worry, there wasn't any sex in it or anything. I haven't dreamt about her like that since I found out about you two--ish. 
Monica| What was the dream about?
Joey| Well, okay. You were my girlfriend and we were doing the crossword puzzle. Y'know like you guys were doing last night. So, that's it. I'm in love with Monica and I'll be moving out.
Monica| Wait, Joey! Joey! That doesn’t mean that-that you're in love with me!
Joey| It-it doesn’t?
Monica| No!
Chandler| No, it can mean anything. Like uh, all of the sudden you're jealous because I've become the apartment stud.
Joey| That kinda sounds like your dream dude.
Monica| Or, it could mean that-that you saw Chandler and me together and we y'know were being close and stuff and then you just want to have that with someone too.
Joey| In the dream I did enjoy the closeness.
Monica| Um-hmm.
Chandler| Joey, look, are you attracted to Monica? Right here, right now, are you attracted to her?
Joey|  Not really.
Chandler| Well there you have it!
Monica| Well sure! I'm just wearing sweats!  But that's good that you're not in love with me, because you just want a girlfriend!
Joey| No, I don't think it's just about just getting a girlfriend. Y'know? I mean, yeah, I can get a girlfriend! Yeah, we could sit in the chair and do crosswords, but y'know are we ever going to have y'know the closeness like-like you guys have?
Chandler| Well y'know, Monica and I were friends before we started dating. So maybe-maybe that's it?
Joey| Friends first? That's interesting.
Monica| You become friends after?
Joey| No, never done that either.
Rachel|  Hey, umm, do you guys have that tape measure?
Chandler| Oh yeah, it's actually in my bedroom.
Monica|  That's right.
Rachel|  What's up Joey?
Joey|  How you doin'?
Phoebe| Excuse me, is this your car?
Guy| Yeah.
Phoebe| Well I don't think it's very nice of you to park here, y'know you're blocking the entrance. 
Guy| Don't worry about it. It's not a problem.
Phoebe| Well, it's a problem for me, which means it's a problem for you 'cause I'm a cop. 
Guy|  So am I!
Phoebe| Ohh, no.  Oh okay, so you're a cop which means you can park anywhere, 'cause I know that 'cause I'm a cop too. So, all right, keep up the good work. 10-4. 
Cop|  Hey, wait a second! So wait, what precinct are you with?
Phoebe| I-I'm with the umm, the 57th.
Cop| Oh, I know a guy in homicide up there.
Phoebe| I'm in vice. Yeah, in fact I'm undercover right now. I'm a whore.
Cop| Who-who else is in vice up there?
Phoebe| Umm, do you know, umm Sipowicz?
Cop| Sipowicz? No, I don't think so.
Phoebe| Yeah, big guy, kinda bald.
Cop| No, I don't know him.
Phoebe|  Don’t try to call him or anything, 'cause he's not there, he's out. His umm, his partner just died.
Cop| Wow umm, tell Sipowicz I'm real sorry for his loss.
Phoebe| I-I sure will, take care. 
Cop|  Hey by the way, I'm sure Sipowicz is gonna be all right. I heard that kid from Silver Spoons is really good.  And where did you find my badge?
Phoebe| Oh. 
Rachel| Hey! Joey, would you mind giving me and Ross a hand moving his couch?
Joey| Oh, I'd love too, but I got acting class. But y'know what? I guess I can blow that off,  for you.
Rachel| Thanks!
Joey| Uh, hey, Rach let me ask you something. Uh, I was just over there talking to Monica and Chandler, boy they are really tight.
Rachel| I know.
Joey| Yeah that's not such a bad situation they got going over there. I'm thinking of getting me one of those.
Rachel| What's up Joe?
Joey| Well, the reason I think Monica and Chandler are so great…
Rachel| Yeah?
Joey|" …is because they were friends first. Y'know? So I asked myself, ""Who are my friends?"" You and Phoebe, and I saw you first. So…"
Rachel|  What are you saying?
Joey| I'm saying maybe you and I crank it up a notch.
Rachel| Y'know honey, umm, as uh, as flattered as I am that uh, you saw me first, uhh, I just, I-I don't think we should be cranking anything up.
Joey| I'll treat you real nice. 
Rachel|  Yeah, well, y'know umm… No honey, listen I think it's a great idea to become friends with someone before you date them, but I think the way you do it is y'know you meet someone, become their friend, build a foundation, then you ask them out on a date. Don't hit on your existing friends!
Joey| Won't-won't that take longer?
Rachel| Yeah. Yeah. Oh, but once you find it, ohh it's so worth the wait.
Joey| Yeah. I understand. I understand.  Man, I wish I saw Phoebe first!
Ross| Come here to me. No-no, you come here to me.
Rachel|  Hey Ross! I brought reinforcements.
Ross| Oh great! What, you brought Joey?
Rachel| Well, I brought the next best thing.
Chandler|  Hey!
Ross| Chandler?! You brought Chandler?! The next best thing would be Monica!
Chandler| Y'know, I would be offended, but Monica is freakishly strong, so…
Ross| Look, I-I drew a sketch about how we're gonna do it.  Okay Rach,  that's you. That's the couch.  
Rachel| Whoa-oh, what's-what's that? 
Ross| Oh, that's me.
Rachel| Wow! You certainly think a lot of yourself.
Ross| No! That's-that's my arm!
Chandler|  Oh, I see. I thought you just really, really liked your new couch.
Ross| Y'know what? Just-just follow my lead. 
Rachel| Okay!
Chandler| Okay.
Ross| Come on, Chandler. 
Ross| All right.  Okay, here we go!
Ross| All right, ready?
Chandler| Yeah.
Ross| Turn.
