Ross|6| Chandler
Ross|6|
Ross|6|
Ross|6| Chandler
Ross|6|
Ross|6|
Ross|6|  Chandler, I saw what you were doing through the window
Ross|6| Chandler, I saw what you were doing to my sister
Ross|6| Now get out here
Ross|6|
Chandler|4|  Wow
Chandler|4| Listen, we had a good run
Chandler|4| What was it
Chandler|4| Four
Chandler|4| Five months
Chandler|4| I mean, that's more than most people have in a lifetime
Chandler|4| So, good-bye, take care, bye-bye then
Chandler|4| 
Monica|2| What are you doing
Monica|2|
Monica|2|
Chandler|4| Oh, I'm going on the lamb
Chandler|4|
Monica|2| Come on Chandler, come on, I can handle Ross
Monica|2|   Hold on
Monica|2|  Hey Ross
Monica|2| What's up bro
Monica|2|
Ross|6| What the hell are doing
Ross|6|
Ross|6|
Ross|6|
Rachel|1|  Hey, what's-what's going on
Rachel|1|
Rachel|1|
Chandler|4| Well, I think, I think Ross knows about me and Monica
Chandler|4|
Joey|3|  Dude
Joey|3| He's right there
Joey|3|
Ross|6|  I thought you were my best friend, this is my sister
Ross|6| My best friend and my sister
Ross|6| I-I cannot believe this
Ross|6|
Chandler|4| Look, we're not just messing around
Chandler|4| I love her
Chandler|4| Okay, I'm in love with her
Chandler|4|
Monica|2| I'm so sorry that you had to find out this way
Monica|2| I'm sorry, but it's true, I love him too
Monica|2|
Ross|6|  My best friend and my sister
Ross|6| I cannot believe this
Ross|6|   You guys probably wanna get some hugs in too, huh
Ross|6| Big news
Ross|6|
Rachel|1| Awww, no, it's okay, we've actually known for a while
Rachel|1|
Ross|6| What
Ross|6| What
Ross|6| What
Ross|6|
Ross|6| You guys knew
Ross|6|  You all knew and you didn't tell me
Ross|6|
Ross|6|
Ross|6|
Rachel|1| Well, Ross, we were worried about you
Rachel|1| We didn't know how you were going to react
Rachel|1|
Ross|6|  You were worried about me
Ross|6| You didn't know how I was going to react
Ross|6| 
Joey|3| Okay, all right, whew
Joey|3| What do you say we all clear out of here and let these two lovebirds get back down to business
Joey|3|  Hey-hey-hey, I-I-I'm just talking here, he-he's the one doing your sister
Joey|3|
Ross|6| Hey, you know what I just realized
Ross|6| If you guys ever have kids…
Chandler|4|  Whoa-whoa-whoa
Chandler|4| We're having kids
Chandler|4|
Chandler|4|
Joey|3|  I call Godfather
Joey|3|
Ross|6| You can't just call Godfather
Ross|6| Don't you think her brother should be Godfather
Ross|6|
Joey|3| Sure, if you cared enough to call it first
Joey|3|
Monica|2| Guys, you're a few steps ahead of us
Monica|2|
Chandler|4| Yeah, big zero gravity moon steps
Chandler|4|
Rachel|1| Oh
Rachel|1| Oh, I just thought of the greatest wedding gift to get you
Rachel|1|
Phoebe|5| Ooh, I'll go in on that with you
Phoebe|5| I couldn't think of anything
Phoebe|5|
Rachel|1| Okay
Rachel|1|
Joey|3|  Oh, hey Katie
Joey|3| Everyone, this is Katie
Joey|3|
Katie|0| Hi
Katie|0|
All|0| Hi
All|0|
Joey|3| So, are you ready to go
Joey|3|
Katie|0| Yeah, I just gotta run to the bathroom
Katie|0|
Joey|3| Oh sure, right back there
Joey|3| 
Katie|0| Hey, where are we going to lunch
Katie|0|
Joey|3| I was thinking Chinese food
Joey|3|
Katie|0| Ohh, I love Chinese
Katie|0| How did you know I love Chinese
Katie|0|
Katie|0| 
Rachel|1| She is so cute
Rachel|1| You could fit her right in your little pocket
Rachel|1|
Joey|3| I don't know
Joey|3| I mean I like her a lot, and she's really nice, but…
Monica|2| But what
Monica|2|
Joey|3|  She keeps punching me
Joey|3|
Monica|2| In that cute, little, sweet way she just did
Monica|2|
Joey|3| Hey, it's a lot harder than it looks
Joey|3| Okay
Joey|3|  She-she-she's hurting me
Joey|3|
Monica|2| I know what you need, you need a bodyguard
Monica|2| Hey Ross, what is Ben doing after preschool
Monica|2|
Chandler|4| Hey listen, come on, Joey is having a problem
Chandler|4| A little girl is beating him up
Chandler|4|
Rachel|1| Aww, Joey, come here
Rachel|1|  Look honey, I know this must be really, really difficult for you and I--Oh, I'm sorry
Rachel|1| Am I hurting you
Rachel|1|
Ross|6|  Hey
Ross|6|
Phoebe|5| Hey
Phoebe|5| I brought you some house warming gifts
Phoebe|5|
Ross|6| Aww
Ross|6|
Phoebe|5| Yeah
Phoebe|5| Salt, so your life always has flavor
Phoebe|5|
Ross|6| Huh
Ross|6|
Phoebe|5| Bread, so you never go hungry
Phoebe|5|
Ross|6| Ohh
Ross|6|
Phoebe|5| And a scented candle for the bathroom, because well, y'know
Phoebe|5|
Ross|6| Thanks
Ross|6| Thanks
Ross|6| And thanks again
Ross|6|
Phoebe|5| Yeah
Phoebe|5|
Ross|6| Hi
Ross|6|
Ross|6| Oh hi
Ross|6| Ross Geller
